FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
251025;0000;20;;;
251025;0100;26;;;
251025;0200;34;;;
251025;0300;37;;;
251025;0400;43;;;
251025;0500;36;;;
251025;0600;53;;;
251025;0700;54;;;
251025;0800;48;;;
251025;0900;55;;;
251025;1000;46;;;
251025;1100;44;;;
251025;1200;51;;;
251025;1300;39;;;
251025;1400;58;;;
251025;1500;48;;;
251025;1600;31;;;
251025;1700;39;;;
251025;1800;50;;;
251025;1900;90;;;
251025;2000;119;;;
251025;2100;55;;;
251025;2200;73;;;
251025;2300;65;;;
251026;0000;42;;;
251026;0100;41;;;
251026;0200;40;;;
251026;0300;38;;;
251026;0400;31;;;
251026;0500;24;;;
251026;0600;36;;;
251026;0700;33;;;
251026;0800;48;;;
251026;0900;44;;;
251026;1000;51;;;
251026;1100;45;;;
251026;1200;46;;;
251026;1300;63;;;
251026;1400;42;;;
251026;1500;38;;;
251026;1600;36;;;
251026;1700;52;;;
251026;1800;61;;;
251026;1900;52;;;
251026;2000;49;;;
251026;2100;41;;;
251026;2200;50;;;
251026;2300;46;;;
251027;0000;35;;;
251027;0100;29;;;
251027;0200;39;;;
251027;0300;30;;;
251027;0400;41;;;
251027;0500;76;;;
251027;0600;98;;;
251027;0700;71;;;
251027;0800;90;;;
251027;0900;102;;;
251027;1000;69;;;
251027;1100;70;;;
251027;1200;75;;;
251027;1300;66;;;
251027;1400;52;;;
251027;1500;45;;;
251027;1600;47;;;
251027;1700;71;;;
251027;1800;54;;;
251027;1900;42;;;
251027;2000;40;;;
251027;2100;42;;;
251027;2200;36;;;
251027;2300;29;;;
251028;0000;34;;;
251028;0100;33;;;
251028;0200;31;;;
251028;0300;27;;;
251028;0400;33;;;
251028;0500;48;;;
251028;0600;62;;;
251028;0700;55;;;
251028;0800;57;;;
251028;0900;77;;;
251028;1000;72;;;
251028;1100;80;;;
251028;1200;68;;;
251028;1300;62;;;
251028;1400;73;;;
251028;1500;53;;;
251028;1600;54;;;
251028;1700;53;;;
251028;1800;63;;;
251028;1900;71;;;
251028;2000;59;;;
251028;2100;57;;;
251028;2200;52;;;
251028;2300;67;;;
251029;0000;50;;;
251029;0100;43;;;
251029;0200;42;;;
251029;0300;32;;;
251029;0400;39;;;
251029;0500;55;;;
251029;0600;71;;;
251029;0700;73;;;
251029;0800;73;;;
251029;0900;74;;;
251029;1000;85;;;
251029;1100;61;;;
251029;1200;57;;;
251029;1300;74;;;
251029;1400;67;;;
251029;1500;74;;;
251029;1600;70;;;
251029;1700;59;;;
251029;1800;59;;;
251029;1900;63;;;
251029;2000;69;;;
251029;2100;63;;;
251029;2200;59;;;
251029;2300;52;;;
251030;0000;51;;;
251030;0100;51;;;
251030;0200;40;;;
251030;0300;33;;;
251030;0400;31;;;
251030;0500;64;;;
251030;0600;66;;;
251030;0700;50;;;
251030;0800;55;;;
251030;0900;75;;;
251030;1000;77;;;
251030;1100;96;;;
251030;1200;69;;;
251030;1300;70;;;
251030;1400;63;;;
251030;1500;52;;;
251030;1600;54;;;
251030;1700;58;;;
251030;1800;68;;;
251030;1900;66;;;
251030;2000;69;;;
251030;2100;45;;;
251030;2200;40;;;
251030;2300;41;;;
251031;0000;46;;;
251031;0100;43;;;
251031;0200;54;;;
251031;0300;43;;;
251031;0400;47;;;
251031;0500;67;;;
251031;0600;73;;;
251031;0700;48;;;
251031;0800;50;;;
251031;0900;48;;;
251031;1000;54;;;
251031;1100;57;;;
251031;1200;78;;;
251031;1300;75;;;
251031;1400;38;;;
251031;1500;124;;;
251031;1600;58;;;
251031;1700;53;;;
251031;1800;55;;;
251031;1900;41;;;
251031;2000;38;;;
251031;2100;29;;;
251031;2200;24;;;
251031;2300;25;;;
251101;0000;26;;;
251101;0100;22;;;
251101;0200;26;;;
251101;0300;29;;;
251101;0400;30;;;
251101;0500;36;;;
251101;0600;36;;;
251101;0700;35;;;
251101;0800;34;;;
251101;0900;31;;;
251101;1000;31;;;
251101;1100;34;;;
251101;1200;27;;;
251101;1300;34;;;
251101;1400;36;;;
251101;1500;25;;;
251101;1600;35;;;
251101;1700;39;;;
251101;1800;50;;;
251101;1900;58;;;
251101;2000;55;;;
251101;2100;67;;;
251101;2200;70;;;
251101;2300;69;;;
251102;0000;43;;;
251102;0100;33;;;
251102;0200;32;;;
251102;0300;41;;;
251102;0400;33;;;
251102;0500;29;;;
251102;0600;34;;;
251102;0700;41;;;
251102;0800;43;;;
251102;0900;41;;;
251102;1000;52;;;
251102;1100;43;;;
251102;1200;31;;;
251102;1300;30;;;
251102;1400;27;;;
251102;1500;44;;;
251102;1600;58;;;
251102;1700;61;;;
251102;1800;58;;;
251102;1900;51;;;
251102;2000;43;;;
251102;2100;71;;;
251102;2200;29;;;
251102;2300;24;;;
251103;0000;27;;;
251103;0100;27;;;
251103;0200;40;;;
251103;0300;35;;;
251103;0400;38;;;
251103;0500;52;;;
251103;0600;49;;;
251103;0700;106;;;
251103;0800;69;;;
251103;0900;68;;;
251103;1000;80;;;
251103;1100;78;;;
251103;1200;62;;;
251103;1300;60;;;
251103;1400;64;;;
251103;1500;59;;;
251103;1600;57;;;
251103;1700;76;;;
251103;1800;56;;;
251103;1900;39;;;
251103;2000;38;;;
251103;2100;31;;;
251103;2200;21;;;
251103;2300;24;;;
251104;0000;26;;;
251104;0100;24;;;
251104;0200;16;;;
251104;0300;14;;;
251104;0400;17;;;
251104;0500;27;;;
251104;0600;31;;;
251104;0700;40;;;
251104;0800;43;;;
251104;0900;53;;;
251104;1000;55;;;
251104;1100;71;;;
251104;1200;68;;;
251104;1300;53;;;
251104;1400;54;;;
251104;1500;70;;;
251104;1600;67;;;
251104;1700;66;;;
251104;1800;54;;;
251104;1900;54;;;
251104;2000;55;;;
251104;2100;50;;;
251104;2200;36;;;
251104;2300;47;;;
251105;0000;36;;;
251105;0100;23;;;
251105;0200;21;;;
251105;0300;22;;;
251105;0400;30;;;
251105;0500;34;;;
251105;0600;50;;;
251105;0700;58;;;
251105;0800;43;;;
251105;0900;64;;;
251105;1000;97;;;
251105;1100;74;;;
251105;1200;81;;;
251105;1300;69;;;
251105;1400;55;;;
251105;1500;72;;;
251105;1600;89;;;
251105;1700;64;;;
251105;1800;53;;;
251105;1900;50;;;
251105;2000;47;;;
251105;2100;38;;;
251105;2200;34;;;
251105;2300;37;;;
251106;0000;29;;;
251106;0100;34;;;
251106;0200;27;;;
251106;0300;27;;;
251106;0400;26;;;
251106;0500;30;;;
251106;0600;33;;;
251106;0700;46;;;
251106;0800;49;;;
251106;0900;50;;;
251106;1000;46;;;
251106;1100;43;;;
251106;1200;43;;;
251106;1300;50;;;
251106;1400;55;;;
251106;1500;61;;;
251106;1600;40;;;
251106;1700;34;;;
251106;1800;23;;;
251106;1900;21;;;
251106;2000;15;;;
251106;2100;10;;;
251106;2200;7;;;
251106;2300;7;;;
251107;0000;6;;;
251107;0100;4;;;
251107;0200;5;;;
251107;0300;10;;;
251107;0400;10;;;
251107;0500;25;;;
251107;0600;43;;;
251107;0700;28;;;
251107;0800;21;;;
251107;0900;18;;;
251107;1000;21;;;
251107;1100;16;;;
251107;1200;24;;;
251107;1300;16;;;
251107;1400;18;;;
251107;1500;;;;
251107;1600;;;;
251107;1700;27;;;
251107;1800;37;;;
251107;1900;55;;;
251107;2000;51;;;
251107;2100;64;;;
251107;2200;65;;;
251107;2300;56;;;
251108;0000;43;;;
251108;0100;54;;;
251108;0200;22;;;
251108;0300;21;;;
251108;0400;25;;;
251108;0500;48;;;
251108;0600;50;;;
251108;0700;40;;;
251108;0800;44;;;
251108;0900;53;;;
251108;1000;58;;;
251108;1100;50;;;
251108;1200;47;;;
251108;1300;47;;;
251108;1400;40;;;
251108;1500;45;;;
251108;1600;42;;;
251108;1700;52;;;
251108;1800;34;;;
251108;1900;45;;;
251108;2000;41;;;
251108;2100;35;;;
251108;2200;36;;;
251108;2300;34;;;
251109;0000;29;;;
251109;0100;26;;;
251109;0200;28;;;
251109;0300;33;;;
251109;0400;37;;;
251109;0500;39;;;
251109;0600;38;;;
251109;0700;41;;;
251109;0800;38;;;
251109;0900;40;;;
251109;1000;38;;;
251109;1100;48;;;
251109;1200;43;;;
251109;1300;39;;;
251109;1400;30;;;
251109;1500;24;;;
251109;1600;24;;;
251109;1700;31;;;
251109;1800;39;;;
251109;1900;39;;;
251109;2000;41;;;
251109;2100;37;;;
251109;2200;32;;;
251109;2300;29;;;
251110;0000;22;;;
251110;0100;28;;;
251110;0200;23;;;
251110;0300;27;;;
251110;0400;32;;;
251110;0500;46;;;
251110;0600;59;;;
251110;0700;70;;;
251110;0800;68;;;
251110;0900;58;;;
251110;1000;61;;;
251110;1100;60;;;
251110;1200;62;;;
251110;1300;47;;;
251110;1400;52;;;
251110;1500;58;;;
251110;1600;60;;;
251110;1700;58;;;
251110;1800;45;;;
251110;1900;39;;;
251110;2000;42;;;
251110;2100;32;;;
251110;2200;26;;;
251110;2300;23;;;
251111;0000;17;;;
251111;0100;20;;;
251111;0200;21;;;
251111;0300;24;;;
251111;0400;25;;;
251111;0500;39;;;
251111;0600;40;;;
251111;0700;28;;;
251111;0800;36;;;
251111;0900;47;;;
251111;1000;43;;;
251111;1100;50;;;
251111;1200;50;;;
251111;1300;48;;;
251111;1400;47;;;
251111;1500;47;;;
251111;1600;79;;;
251111;1700;74;;;
251111;1800;47;;;
251111;1900;49;;;
251111;2000;50;;;
251111;2100;44;;;
251111;2200;57;;;
251111;2300;51;;;
251112;0000;38;;;
251112;0100;28;;;
251112;0200;30;;;
251112;0300;27;;;
251112;0400;28;;;
251112;0500;40;;;
251112;0600;74;;;
251112;0700;42;;;
251112;0800;53;;;
251112;0900;68;;;
251112;1000;70;;;
251112;1100;72;;;
251112;1200;54;;;
251112;1300;44;;;
251112;1400;42;;;
251112;1500;48;;;
251112;1600;47;;;
251112;1700;67;;;
251112;1800;61;;;
251112;1900;57;;;
251112;2000;70;;;
251112;2100;100;;;
251112;2200;50;;;
251112;2300;53;;;
251113;0000;39;;;
251113;0100;43;;;
251113;0200;35;;;
251113;0300;26;;;
251113;0400;31;;;
251113;0500;52;;;
251113;0600;88;;;
251113;0700;62;;;
251113;0800;61;;;
251113;0900;90;;;
251113;1000;85;;;
251113;1100;69;;;
251113;1200;59;;;
251113;1300;49;;;
251113;1400;61;;;
251113;1500;63;;;
251113;1600;52;;;
251113;1700;61;;;
251113;1800;68;;;
251113;1900;69;;;
251113;2000;68;;;
251113;2100;82;;;
251113;2200;68;;;
251113;2300;66;;;
251114;0000;52;;;
251114;0100;73;;;
251114;0200;38;;;
251114;0300;36;;;
251114;0400;40;;;
251114;0500;52;;;
251114;0600;79;;;
251114;0700;69;;;
251114;0800;64;;;
251114;0900;71;;;
251114;1000;90;;;
251114;1100;104;;;
251114;1200;90;;;
251114;1300;73;;;
251114;1400;71;;;
251114;1500;86;;;
251114;1600;77;;;
251114;1700;76;;;
251114;1800;63;;;
251114;1900;54;;;
251114;2000;48;;;
251114;2100;39;;;
251114;2200;39;;;
251114;2300;64;;;
251115;0000;54;;;
251115;0100;45;;;
251115;0200;45;;;
251115;0300;52;;;
251115;0400;46;;;
251115;0500;29;;;
251115;0600;23;;;
251115;0700;34;;;
251115;0800;49;;;
251115;0900;55;;;
251115;1000;86;;;
251115;1100;78;;;
251115;1200;75;;;
251115;1300;59;;;
251115;1400;57;;;
251115;1500;62;;;
251115;1600;46;;;
251115;1700;46;;;
251115;1800;56;;;
251115;1900;47;;;
251115;2000;39;;;
251115;2100;40;;;
251115;2200;31;;;
251115;2300;38;;;
251116;0000;43;;;
251116;0100;47;;;
251116;0200;40;;;
251116;0300;39;;;
251116;0400;31;;;
251116;0500;37;;;
251116;0600;35;;;
251116;0700;31;;;
251116;0800;39;;;
251116;0900;48;;;
251116;1000;46;;;
251116;1100;35;;;
251116;1200;37;;;
251116;1300;33;;;
251116;1400;35;;;
251116;1500;36;;;
251116;1600;41;;;
251116;1700;43;;;
251116;1800;47;;;
251116;1900;47;;;
251116;2000;61;;;
251116;2100;68;;;
251116;2200;53;;;
251116;2300;49;;;
251117;0000;39;;;
251117;0100;33;;;
251117;0200;30;;;
251117;0300;29;;;
251117;0400;30;;;
251117;0500;42;;;
251117;0600;73;;;
251117;0700;40;;;
251117;0800;58;;;
251117;0900;75;;;
251117;1000;60;;;
251117;1100;60;;;
251117;1200;72;;;
251117;1300;88;;;
251117;1400;74;;;
251117;1500;63;;;
251117;1600;29;;;
251117;1700;39;;;
251117;1800;56;;;
251117;1900;65;;;
251117;2000;75;;;
251117;2100;47;;;
251117;2200;44;;;
251117;2300;34;;;
251118;0000;58;;;
251118;0100;38;;;
251118;0200;46;;;
251118;0300;26;;;
251118;0400;32;;;
251118;0500;50;;;
251118;0600;80;;;
251118;0700;75;;;
251118;0800;78;;;
251118;0900;114;;;
251118;1000;94;;;
251118;1100;80;;;
251118;1200;64;;;
251118;1300;90;;;
251118;1400;76;;;
251118;1500;79;;;
251118;1600;73;;;
251118;1700;85;;;
251118;1800;75;;;
251118;1900;67;;;
251118;2000;76;;;
251118;2100;39;;;
251118;2200;40;;;
251118;2300;52;;;
251119;0000;33;;;
251119;0100;57;;;
251119;0200;59;;;
251119;0300;29;;;
251119;0400;29;;;
251119;0500;37;;;
251119;0600;60;;;
251119;0700;67;;;
251119;0800;68;;;
251119;0900;85;;;
251119;1000;100;;;
251119;1100;47;;;
251119;1200;76;;;
251119;1300;61;;;
251119;1400;87;;;
251119;1500;81;;;
251119;1600;88;;;
251119;1700;67;;;
251119;1800;78;;;
251119;1900;66;;;
251119;2000;47;;;
251119;2100;51;;;
251119;2200;46;;;
251119;2300;39;;;
251120;0000;54;;;
251120;0100;32;;;
251120;0200;54;;;
251120;0300;38;;;
251120;0400;57;;;
251120;0500;47;;;
251120;0600;108;;;
251120;0700;91;;;
251120;0800;79;;;
251120;0900;68;;;
251120;1000;65;;;
251120;1100;72;;;
251120;1200;79;;;
251120;1300;62;;;
251120;1400;80;;;
251120;1500;89;;;
251120;1600;84;;;
251120;1700;88;;;
251120;1800;64;;;
251120;1900;59;;;
251120;2000;69;;;
251120;2100;79;;;
251120;2200;85;;;
251120;2300;69;;;
251121;0000;59;;;
251121;0100;50;;;
251121;0200;45;;;
251121;0300;33;;;
251121;0400;49;;;
251121;0500;56;;;
251121;0600;81;;;
251121;0700;74;;;
251121;0800;89;;;
251121;0900;84;;;
251121;1000;81;;;
251121;1100;67;;;
251121;1200;66;;;
251121;1300;72;;;
251121;1400;62;;;
251121;1500;54;;;
251121;1600;57;;;
251121;1700;62;;;
251121;1800;61;;;
251121;1900;59;;;
251121;2000;58;;;
251121;2100;46;;;
251121;2200;46;;;
251121;2300;43;;;
251122;0000;56;;;
251122;0100;64;;;
251122;0200;36;;;
251122;0300;41;;;
251122;0400;36;;;
251122;0500;41;;;
251122;0600;60;;;
251122;0700;60;;;
251122;0800;50;;;
251122;0900;63;;;
251122;1000;87;;;
251122;1100;70;;;
251122;1200;58;;;
251122;1300;62;;;
251122;1400;56;;;
251122;1500;65;;;
251122;1600;67;;;
251122;1700;69;;;
251122;1800;64;;;
251122;1900;57;;;
251122;2000;49;;;
251122;2100;57;;;
251122;2200;59;;;
251122;2300;61;;;
251123;0000;61;;;
251123;0100;54;;;
251123;0200;74;;;
251123;0300;66;;;
251123;0400;56;;;
251123;0500;53;;;
251123;0600;50;;;
251123;0700;60;;;
251123;0800;64;;;
251123;0900;76;;;
251123;1000;69;;;
251123;1100;61;;;
251123;1200;66;;;
251123;1300;70;;;
251123;1400;65;;;
251123;1500;52;;;
251123;1600;58;;;
251123;1700;52;;;
251123;1800;48;;;
251123;1900;51;;;
251123;2000;43;;;
251123;2100;47;;;
251123;2200;46;;;
251123;2300;39;;;
251124;0000;34;;;
251124;0100;35;;;
251124;0200;65;;;
251124;0300;49;;;
251124;0400;64;;;
251124;0500;81;;;
251124;0600;69;;;
251124;0700;85;;;
251124;0800;81;;;
251124;0900;76;;;
251124;1000;103;;;
251124;1100;95;;;
251124;1200;100;;;
251124;1300;85;;;
251124;1400;80;;;
251124;1500;73;;;
251124;1600;71;;;
251124;1700;67;;;
251124;1800;54;;;
251124;1900;55;;;
251124;2000;63;;;
251124;2100;42;;;
251124;2200;44;;;
251124;2300;41;;;
251125;0000;32;;;
251125;0100;30;;;
251125;0200;37;;;
251125;0300;27;;;
251125;0400;44;;;
251125;0500;54;;;
251125;0600;60;;;
251125;0700;65;;;
251125;0800;88;;;
251125;0900;89;;;
251125;1000;94;;;
251125;1100;94;;;
251125;1200;70;;;
251125;1300;54;;;
251125;1400;63;;;
251125;1500;95;;;
251125;1600;67;;;
251125;1700;56;;;
251125;1800;53;;;
251125;1900;47;;;
251125;2000;58;;;
251125;2100;41;;;
251125;2200;44;;;
251125;2300;37;;;
251126;0000;36;;;
251126;0100;38;;;
251126;0200;41;;;
251126;0300;39;;;
251126;0400;24;;;
251126;0500;29;;;
251126;0600;36;;;
251126;0700;44;;;
251126;0800;57;;;
251126;0900;56;;;
251126;1000;47;;;
251126;1100;46;;;
251126;1200;50;;;
251126;1300;63;;;
251126;1400;73;;;
251126;1500;68;;;
251126;1600;61;;;
251126;1700;50;;;
251126;1800;40;;;
251126;1900;48;;;
251126;2000;48;;;
251126;2100;50;;;
251126;2200;38;;;
251126;2300;49;;;
251127;0000;51;;;
251127;0100;41;;;
251127;0200;39;;;
251127;0300;38;;;
251127;0400;44;;;
251127;0500;55;;;
251127;0600;64;;;
251127;0700;86;;;
251127;0800;95;;;
251127;0900;98;;;
251127;1000;97;;;
251127;1100;97;;;
251127;1200;86;;;
251127;1300;75;;;
251127;1400;77;;;
251127;1500;74;;;
251127;1600;66;;;
251127;1700;65;;;
251127;1800;62;;;
251127;1900;58;;;
251127;2000;51;;;
251127;2100;41;;;
251127;2200;49;;;
251127;2300;34;;;
251128;0000;36;;;
251128;0100;27;;;
251128;0200;31;;;
251128;0300;23;;;
251128;0400;19;;;
251128;0500;26;;;
251128;0600;28;;;
251128;0700;35;;;
251128;0800;44;;;
251128;0900;55;;;
251128;1000;66;;;
251128;1100;72;;;
251128;1200;66;;;
251128;1300;62;;;
251128;1400;62;;;
251128;1500;56;;;
251128;1600;69;;;
251128;1700;56;;;
251128;1800;47;;;
251128;1900;40;;;
251128;2000;39;;;
251128;2100;37;;;
251128;2200;38;;;
251128;2300;36;;;
251129;0000;19;;;
251129;0100;24;;;
251129;0200;20;;;
251129;0300;21;;;
251129;0400;30;;;
251129;0500;30;;;
251129;0600;45;;;
251129;0700;32;;;
251129;0800;33;;;
251129;0900;37;;;
251129;1000;53;;;
251129;1100;56;;;
251129;1200;55;;;
251129;1300;39;;;
251129;1400;31;;;
251129;1500;51;;;
251129;1600;51;;;
251129;1700;52;;;
251129;1800;35;;;
251129;1900;39;;;
251129;2000;32;;;
251129;2100;27;;;
251129;2200;21;;;
251129;2300;19;;;
251130;0000;18;;;
251130;0100;22;;;
251130;0200;17;;;
251130;0300;24;;;
251130;0400;25;;;
251130;0500;33;;;
251130;0600;33;;;
251130;0700;27;;;
251130;0800;31;;;
251130;0900;29;;;
251130;1000;37;;;
251130;1100;34;;;
251130;1200;35;;;
251130;1300;35;;;
251130;1400;39;;;
251130;1500;32;;;
251130;1600;35;;;
251130;1700;41;;;
251130;1800;35;;;
251130;1900;40;;;
251130;2000;42;;;
251130;2100;37;;;
251130;2200;30;;;
251130;2300;20;;;
251201;0000;29;;;
251201;0100;28;;;
251201;0200;23;;;
251201;0300;23;;;
251201;0400;36;;;
251201;0500;51;;;
251201;0600;73;;;
251201;0700;48;;;
251201;0800;49;;;
251201;0900;71;;;
251201;1000;58;;;
251201;1100;76;;;
251201;1200;60;;;
251201;1300;54;;;
251201;1400;57;;;
251201;1500;57;;;
251201;1600;95;;;
251201;1700;82;;;
251201;1800;59;;;
251201;1900;51;;;
251201;2000;63;;;
251201;2100;38;;;
251201;2200;34;;;
251201;2300;38;;;
251202;0000;26;;;
251202;0100;28;;;
251202;0200;36;;;
251202;0300;38;;;
251202;0400;33;;;
251202;0500;32;;;
251202;0600;41;;;
251202;0700;54;;;
251202;0800;54;;;
251202;0900;75;;;
251202;1000;81;;;
251202;1100;75;;;
251202;1200;65;;;
251202;1300;66;;;
251202;1400;50;;;
251202;1500;46;;;
251202;1600;50;;;
251202;1700;70;;;
251202;1800;70;;;
251202;1900;68;;;
251202;2000;63;;;
251202;2100;60;;;
251202;2200;71;;;
251202;2300;70;;;
251203;0000;59;;;
251203;0100;43;;;
251203;0200;45;;;
251203;0300;36;;;
251203;0400;40;;;
251203;0500;54;;;
251203;0600;76;;;
251203;0700;81;;;
251203;0800;71;;;
251203;0900;62;;;
251203;1000;68;;;
251203;1100;80;;;
251203;1200;60;;;
251203;1300;54;;;
251203;1400;86;;;
251203;1500;83;;;
251203;1600;78;;;
251203;1700;90;;;
251203;1800;80;;;
251203;1900;59;;;
251203;2000;51;;;
251203;2100;46;;;
251203;2200;34;;;
251203;2300;43;;;
251204;0000;29;;;
251204;0100;84;;;
251204;0200;53;;;
251204;0300;51;;;
251204;0400;45;;;
251204;0500;82;;;
251204;0600;84;;;
251204;0700;53;;;
251204;0800;67;;;
251204;0900;78;;;
251204;1000;94;;;
251204;1100;79;;;
251204;1200;90;;;
251204;1300;76;;;
251204;1400;87;;;
251204;1500;117;;;
251204;1600;112;;;
251204;1700;80;;;
251204;1800;63;;;
251204;1900;51;;;
251204;2000;40;;;
251204;2100;31;;;
251204;2200;38;;;
251204;2300;38;;;
251205;0000;38;;;
251205;0100;49;;;
251205;0200;63;;;
251205;0300;65;;;
251205;0400;47;;;
251205;0500;84;;;
251205;0600;98;;;
251205;0700;78;;;
251205;0800;92;;;
251205;0900;99;;;
251205;1000;100;;;
251205;1100;74;;;
251205;1200;52;;;
251205;1300;61;;;
251205;1400;57;;;
251205;1500;52;;;
251205;1600;57;;;
251205;1700;65;;;
251205;1800;70;;;
251205;1900;62;;;
251205;2000;54;;;
251205;2100;46;;;
251205;2200;38;;;
251205;2300;44;;;
251206;0000;51;;;
251206;0100;65;;;
251206;0200;72;;;
251206;0300;59;;;
251206;0400;50;;;
251206;0500;76;;;
251206;0600;61;;;
251206;0700;73;;;
251206;0800;84;;;
251206;0900;68;;;
251206;1000;73;;;
251206;1100;69;;;
251206;1200;75;;;
251206;1300;52;;;
251206;1400;44;;;
251206;1500;57;;;
251206;1600;56;;;
251206;1700;55;;;
251206;1800;68;;;
251206;1900;76;;;
251206;2000;60;;;
251206;2100;;;;
251206;2200;65;;;
251206;2300;57;;;
251207;0000;52;;;
251207;0100;28;;;
251207;0200;27;;;
251207;0300;19;;;
251207;0400;18;;;
251207;0500;21;;;
251207;0600;26;;;
251207;0700;27;;;
251207;0800;35;;;
251207;0900;38;;;
251207;1000;39;;;
251207;1100;42;;;
251207;1200;48;;;
251207;1300;38;;;
251207;1400;44;;;
251207;1500;51;;;
251207;1600;37;;;
251207;1700;34;;;
251207;1800;42;;;
251207;1900;49;;;
251207;2000;67;;;
251207;2100;75;;;
251207;2200;33;;;
251207;2300;38;;;
251208;0000;30;;;
251208;0100;20;;;
251208;0200;25;;;
251208;0300;33;;;
251208;0400;32;;;
251208;0500;33;;;
251208;0600;36;;;
251208;0700;35;;;
251208;0800;38;;;
251208;0900;45;;;
251208;1000;36;;;
251208;1100;39;;;
251208;1200;31;;;
251208;1300;41;;;
251208;1400;27;;;
251208;1500;30;;;
251208;1600;37;;;
251208;1700;65;;;
251208;1800;55;;;
251208;1900;57;;;
251208;2000;47;;;
251208;2100;44;;;
251208;2200;38;;;
251208;2300;31;;;
251209;0000;31;;;
251209;0100;41;;;
251209;0200;33;;;
251209;0300;32;;;
251209;0400;27;;;
251209;0500;28;;;
251209;0600;64;;;
251209;0700;64;;;
251209;0800;90;;;
251209;0900;86;;;
251209;1000;85;;;
251209;1100;81;;;
251209;1200;83;;;
251209;1300;73;;;
251209;1400;71;;;
251209;1500;65;;;
251209;1600;64;;;
251209;1700;55;;;
251209;1800;58;;;
251209;1900;52;;;
251209;2000;58;;;
251209;2100;56;;;
251209;2200;51;;;
251209;2300;41;;;
251210;0000;28;;;
251210;0100;30;;;
251210;0200;33;;;
251210;0300;43;;;
251210;0400;71;;;
251210;0500;88;;;
251210;0600;47;;;
251210;0700;65;;;
251210;0800;65;;;
251210;0900;61;;;
251210;1000;72;;;
251210;1100;86;;;
251210;1200;79;;;
251210;1300;71;;;
251210;1400;66;;;
251210;1500;81;;;
251210;1600;63;;;
251210;1700;56;;;
251210;1800;49;;;
251210;1900;41;;;
251210;2000;36;;;
251210;2100;29;;;
251210;2200;37;;;
251210;2300;31;;;
251211;0000;26;;;
251211;0100;27;;;
251211;0200;29;;;
251211;0300;31;;;
251211;0400;37;;;
251211;0500;49;;;
251211;0600;38;;;
251211;0700;43;;;
251211;0800;31;;;
251211;0900;35;;;
251211;1000;42;;;
251211;1100;52;;;
251211;1200;44;;;
251211;1300;37;;;
251211;1400;33;;;
251211;1500;42;;;
251211;1600;47;;;
251211;1700;50;;;
251211;1800;51;;;
251211;1900;49;;;
251211;2000;49;;;
251211;2100;44;;;
251211;2200;50;;;
251211;2300;42;;;
251212;0000;46;;;
251212;0100;39;;;
251212;0200;34;;;
251212;0300;46;;;
251212;0400;45;;;
251212;0500;42;;;
251212;0600;57;;;
251212;0700;50;;;
251212;0800;59;;;
251212;0900;83;;;
251212;1000;62;;;
251212;1100;74;;;
251212;1200;97;;;
251212;1300;77;;;
251212;1400;67;;;
251212;1500;44;;;
251212;1600;52;;;
251212;1700;59;;;
251212;1800;61;;;
251212;1900;57;;;
251212;2000;46;;;
251212;2100;34;;;
251212;2200;29;;;
251212;2300;32;;;
251213;0000;38;;;
251213;0100;29;;;
251213;0200;79;;;
251213;0300;26;;;
251213;0400;45;;;
251213;0500;40;;;
251213;0600;44;;;
251213;0700;64;;;
251213;0800;60;;;
251213;0900;65;;;
251213;1000;89;;;
251213;1100;72;;;
251213;1200;64;;;
251213;1300;57;;;
251213;1400;47;;;
251213;1500;52;;;
251213;1600;35;;;
251213;1700;34;;;
251213;1800;37;;;
251213;1900;34;;;
251213;2000;31;;;
251213;2100;28;;;
251213;2200;25;;;
251213;2300;25;;;
251214;0000;23;;;
251214;0100;23;;;
251214;0200;21;;;
251214;0300;20;;;
251214;0400;22;;;
251214;0500;24;;;
251214;0600;34;;;
251214;0700;24;;;
251214;0800;30;;;
251214;0900;35;;;
251214;1000;37;;;
251214;1100;42;;;
251214;1200;41;;;
251214;1300;38;;;
251214;1400;48;;;
251214;1500;38;;;
251214;1600;40;;;
251214;1700;49;;;
251214;1800;35;;;
251214;1900;52;;;
251214;2000;61;;;
251214;2100;46;;;
251214;2200;41;;;
251214;2300;38;;;
251215;0000;49;;;
251215;0100;35;;;
251215;0200;20;;;
251215;0300;19;;;
251215;0400;22;;;
251215;0500;41;;;
251215;0600;62;;;
251215;0700;41;;;
251215;0800;47;;;
251215;0900;53;;;
251215;1000;54;;;
251215;1100;49;;;
251215;1200;49;;;
251215;1300;61;;;
251215;1400;50;;;
251215;1500;33;;;
251215;1600;53;;;
251215;1700;51;;;
251215;1800;45;;;
251215;1900;76;;;
251215;2000;78;;;
251215;2100;52;;;
251215;2200;35;;;
251215;2300;26;;;
251216;0000;40;;;
251216;0100;25;;;
251216;0200;30;;;
251216;0300;34;;;
251216;0400;38;;;
251216;0500;52;;;
251216;0600;76;;;
251216;0700;63;;;
251216;0800;76;;;
251216;0900;78;;;
251216;1000;73;;;
251216;1100;84;;;
251216;1200;78;;;
251216;1300;65;;;
251216;1400;54;;;
251216;1500;54;;;
251216;1600;50;;;
251216;1700;56;;;
251216;1800;98;;;
251216;1900;235;;;
251216;2000;294;;;
