FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
220810;0700;55;;;
220810;0800;117;;;
220810;0900;69;;;
220810;1000;55;;;
220810;1100;102;;;
220810;1200;106;;;
220810;1300;78;;;
220810;1400;49;;;
220810;1500;43;;;
220810;1600;37;;;
220810;1700;47;;;
220810;1800;83;;;
220810;1900;123;;;
220810;2000;146;;;
220810;2100;92;;;
220810;2200;62;;;
220810;2300;110;;;
220811;0000;92;;;
220811;0100;68;;;
220811;0200;51;;;
220811;0300;54;;;
220811;0400;60;;;
220811;0500;69;;;
220811;0600;73;;;
220811;0700;100;;;
220811;0800;158;;;
220811;0900;77;;;
220811;1000;79;;;
220811;1100;112;;;
220811;1200;134;;;
220811;1300;115;;;
220811;1400;85;;;
220811;1500;88;;;
220811;1600;93;;;
220811;1700;73;;;
220811;1800;76;;;
220811;1900;56;;;
220811;2000;54;;;
220811;2100;42;;;
220811;2200;39;;;
220811;2300;46;;;
220812;0000;43;;;
220812;0100;41;;;
220812;0200;30;;;
220812;0300;34;;;
220812;0400;28;;;
220812;0500;33;;;
220812;0600;36;;;
220812;0700;53;;;
220812;0800;59;;;
220812;0900;54;;;
220812;1000;54;;;
220812;1100;48;;;
220812;1200;59;;;
220812;1300;60;;;
220812;1400;70;;;
220812;1500;56;;;
220812;1600;52;;;
220812;1700;47;;;
220812;1800;47;;;
220812;1900;72;;;
220812;2000;81;;;
220812;2100;113;;;
220812;2200;106;;;
220812;2300;92;;;
220813;0000;90;;;
220813;0100;89;;;
220813;0200;77;;;
220813;0300;54;;;
220813;0400;57;;;
220813;0500;54;;;
220813;0600;57;;;
220813;0700;59;;;
220813;0800;71;;;
220813;0900;78;;;
220813;1000;79;;;
220813;1100;79;;;
220813;1200;72;;;
220813;1300;58;;;
220813;1400;58;;;
220813;1500;58;;;
220813;1600;45;;;
220813;1700;53;;;
220813;1800;54;;;
220813;1900;75;;;
220813;2000;82;;;
220813;2100;117;;;
220813;2200;95;;;
220813;2300;102;;;
220814;0000;85;;;
220814;0100;64;;;
220814;0200;61;;;
220814;0300;56;;;
220814;0400;54;;;
220814;0500;40;;;
220814;0600;46;;;
220814;0700;50;;;
220814;0800;53;;;
220814;0900;60;;;
220814;1000;56;;;
220814;1100;51;;;
220814;1200;36;;;
220814;1300;36;;;
220814;1400;27;;;
220814;1500;33;;;
220814;1600;42;;;
220814;1700;51;;;
220814;1800;23;;;
220814;1900;21;;;
220814;2000;16;;;
220814;2100;13;;;
220814;2200;16;;;
220814;2300;5;;;
220815;0000;6;;;
220815;0100;10;;;
220815;0200;8;;;
220815;0300;5;;;
220815;0400;11;;;
220815;0500;8;;;
220815;0600;6;;;
220815;0700;8;;;
220815;0800;7;;;
220815;0900;4;;;
220815;1000;5;;;
220815;1100;5;;;
220815;1200;8;;;
220815;1300;18;;;
220815;1400;16;;;
220815;1500;23;;;
220815;1600;23;;;
220815;1700;26;;;
220815;1800;38;;;
220815;1900;32;;;
220815;2000;40;;;
220815;2100;56;;;
220815;2200;62;;;
220815;2300;76;;;
220816;0000;75;;;
220816;0100;67;;;
220816;0200;51;;;
220816;0300;31;;;
220816;0400;39;;;
220816;0500;50;;;
220816;0600;35;;;
220816;0700;66;;;
220816;0800;60;;;
220816;0900;80;;;
220816;1000;;;;
220816;1100;;;;
220816;1200;;;;
220816;1300;100;;;
220816;1400;69;;;
220816;1500;59;;;
220816;1600;78;;;
220816;1700;113;;;
220816;1800;94;;;
220816;1900;;;;
220816;2000;;;;
220816;2100;;;;
220816;2200;;;;
220816;2300;;;;
220817;0000;;;;
220817;0100;;;;
220817;0200;;;;
220817;0300;;;;
220817;0400;;;;
220817;0500;;;;
220817;0600;;;;
220817;0700;;;;
220817;0800;;;;
220817;0900;;;;
220817;1000;;;;
220817;1100;26;;;
220817;1200;27;;;
220817;1300;21;;;
220817;1400;23;;;
220817;1500;28;;;
220817;1600;25;;;
220817;1700;26;;;
220817;1800;;;;
220817;1900;;;;
220817;2000;;;;
220817;2100;;;;
220817;2200;;;;
220817;2300;;;;
220818;0000;;;;
220818;0100;;;;
220818;0200;;;;
220818;0300;;;;
220818;0400;;;;
220818;0500;;;;
220818;0600;;;;
220818;0700;;;;
220818;0800;;;;
220818;0900;42;;;
220818;1000;65;;;
220818;1100;;;;
220818;1200;85;;;
220818;1300;70;;;
220818;1400;39;;;
220818;1500;25;;;
220818;1600;35;;;
220818;1700;53;;;
220818;1800;95;;;
220818;1900;128;;;
220818;2000;145;;;
220818;2100;154;;;
220818;2200;135;;;
220818;2300;157;;;
220819;0000;153;;;
220819;0100;101;;;
220819;0200;68;;;
220819;0300;77;;;
220819;0400;56;;;
220819;0500;63;;;
220819;0600;87;;;
220819;0700;116;;;
220819;0800;118;;;
220819;0900;92;;;
220819;1000;52;;;
220819;1100;64;;;
220819;1200;143;;;
220819;1300;;;;
220819;1400;;;;
220819;1500;;;;
220819;1600;;;;
220819;1700;74;;;
220819;1800;96;;;
220819;1900;165;;;
220819;2000;116;;;
220819;2100;122;;;
220819;2200;94;;;
220819;2300;84;;;
220820;0000;88;;;
220820;0100;64;;;
220820;0200;63;;;
220820;0300;56;;;
220820;0400;50;;;
220820;0500;49;;;
220820;0600;64;;;
220820;0700;74;;;
220820;0800;73;;;
220820;0900;62;;;
220820;1000;62;;;
220820;1100;107;;;
220820;1200;65;;;
220820;1300;44;;;
220820;1400;47;;;
220820;1500;23;;;
220820;1600;29;;;
220820;1700;43;;;
220820;1800;41;;;
220820;1900;87;;;
220820;2000;90;;;
220820;2100;115;;;
220820;2200;144;;;
220820;2300;117;;;
220821;0000;118;;;
220821;0100;85;;;
220821;0200;74;;;
220821;0300;67;;;
220821;0400;59;;;
220821;0500;60;;;
220821;0600;64;;;
220821;0700;72;;;
220821;0800;75;;;
220821;0900;62;;;
220821;1000;70;;;
220821;1100;90;;;
220821;1200;88;;;
220821;1300;79;;;
220821;1400;77;;;
220821;1500;73;;;
220821;1600;66;;;
220821;1700;60;;;
220821;1800;65;;;
220821;1900;97;;;
220821;2000;135;;;
220821;2100;152;;;
220821;2200;125;;;
220821;2300;131;;;
220822;0000;62;;;
220822;0100;58;;;
220822;0200;20;;;
220822;0300;18;;;
220822;0400;12;;;
220822;0500;15;;;
220822;0600;17;;;
220822;0700;23;;;
220822;0800;36;;;
220822;0900;30;;;
220822;1000;34;;;
220822;1100;46;;;
220822;1200;44;;;
220822;1300;54;;;
220822;1400;73;;;
220822;1500;87;;;
220822;1600;114;;;
220822;1700;110;;;
220822;1800;89;;;
220822;1900;105;;;
220822;2000;103;;;
220822;2100;124;;;
220822;2200;;;;
220822;2300;112;;;
220823;0000;105;;;
220823;0100;101;;;
220823;0200;90;;;
220823;0300;72;;;
220823;0400;78;;;
220823;0500;87;;;
220823;0600;92;;;
220823;0700;86;;;
220823;0800;95;;;
220823;0900;115;;;
220823;1000;127;;;
220823;1100;134;;;
220823;1200;147;;;
220823;1300;147;;;
220823;1400;163;;;
220823;1500;129;;;
220823;1600;107;;;
220823;1700;120;;;
220823;1800;122;;;
220823;1900;140;;;
220823;2000;133;;;
220823;2100;114;;;
220823;2200;107;;;
220823;2300;89;;;
220824;0000;103;;;
220824;0100;124;;;
220824;0200;118;;;
220824;0300;112;;;
220824;0400;101;;;
220824;0500;109;;;
220824;0600;134;;;
220824;0700;162;;;
220824;0800;188;;;
220824;0900;155;;;
220824;1000;137;;;
220824;1100;165;;;
220824;1200;164;;;
220824;1300;169;;;
220824;1400;204;;;
220824;1500;126;;;
220824;1600;73;;;
220824;1700;69;;;
220824;1800;105;;;
220824;1900;93;;;
220824;2000;132;;;
220824;2100;133;;;
220824;2200;124;;;
220824;2300;102;;;
220825;0000;121;;;
220825;0100;156;;;
220825;0200;86;;;
220825;0300;82;;;
220825;0400;79;;;
220825;0500;87;;;
220825;0600;101;;;
220825;0700;146;;;
220825;0800;157;;;
220825;0900;102;;;
220825;1000;101;;;
220825;1100;127;;;
220825;1200;127;;;
220825;1300;167;;;
220825;1400;171;;;
220825;1500;103;;;
220825;1600;75;;;
220825;1700;71;;;
220825;1800;104;;;
220825;1900;146;;;
220825;2000;154;;;
220825;2100;101;;;
220825;2200;107;;;
220825;2300;112;;;
220826;0000;86;;;
220826;0100;71;;;
220826;0200;68;;;
220826;0300;58;;;
220826;0400;91;;;
220826;0500;62;;;
220826;0600;77;;;
220826;0700;107;;;
220826;0800;202;;;
220826;0900;105;;;
220826;1000;126;;;
220826;1100;85;;;
220826;1200;101;;;
220826;1300;130;;;
220826;1400;154;;;
220826;1500;122;;;
220826;1600;116;;;
220826;1700;101;;;
220826;1800;99;;;
220826;1900;119;;;
220826;2000;78;;;
220826;2100;104;;;
220826;2200;96;;;
220826;2300;85;;;
220827;0000;67;;;
220827;0100;61;;;
220827;0200;55;;;
220827;0300;51;;;
220827;0400;58;;;
220827;0500;57;;;
220827;0600;82;;;
220827;0700;87;;;
220827;0800;93;;;
220827;0900;118;;;
220827;1000;101;;;
220827;1100;111;;;
220827;1200;120;;;
220827;1300;89;;;
220827;1400;78;;;
220827;1500;55;;;
220827;1600;62;;;
220827;1700;57;;;
220827;1800;82;;;
220827;1900;73;;;
220827;2000;130;;;
220827;2100;139;;;
220827;2200;196;;;
220827;2300;129;;;
220828;0000;154;;;
220828;0100;140;;;
220828;0200;106;;;
220828;0300;76;;;
220828;0400;71;;;
220828;0500;63;;;
220828;0600;61;;;
220828;0700;66;;;
220828;0800;62;;;
220828;0900;69;;;
220828;1000;89;;;
220828;1100;69;;;
220828;1200;64;;;
220828;1300;65;;;
220828;1400;65;;;
220828;1500;21;;;
220828;1600;24;;;
220828;1700;38;;;
220828;1800;89;;;
220828;1900;58;;;
220828;2000;36;;;
220828;2100;38;;;
220828;2200;47;;;
220828;2300;32;;;
220829;0000;38;;;
220829;0100;33;;;
220829;0200;30;;;
220829;0300;24;;;
220829;0400;29;;;
220829;0500;34;;;
220829;0600;35;;;
220829;0700;67;;;
220829;0800;96;;;
220829;0900;122;;;
220829;1000;121;;;
220829;1100;108;;;
220829;1200;148;;;
220829;1300;72;;;
220829;1400;74;;;
220829;1500;82;;;
220829;1600;85;;;
220829;1700;75;;;
220829;1800;72;;;
220829;1900;76;;;
220829;2000;87;;;
220829;2100;89;;;
220829;2200;105;;;
220829;2300;91;;;
220830;0000;90;;;
220830;0100;72;;;
220830;0200;16;;;
220830;0300;19;;;
220830;0400;22;;;
220830;0500;22;;;
220830;0600;24;;;
220830;0700;25;;;
220830;0800;48;;;
220830;0900;33;;;
220830;1000;49;;;
220830;1100;55;;;
220830;1200;86;;;
220830;1300;100;;;
220830;1400;69;;;
220830;1500;56;;;
220830;1600;71;;;
220830;1700;66;;;
220830;1800;67;;;
220830;1900;53;;;
220830;2000;52;;;
220830;2100;53;;;
220830;2200;52;;;
220830;2300;49;;;
220831;0000;53;;;
220831;0100;52;;;
220831;0200;52;;;
220831;0300;61;;;
220831;0400;61;;;
220831;0500;59;;;
220831;0600;62;;;
220831;0700;65;;;
220831;0800;75;;;
220831;0900;44;;;
220831;1000;30;;;
220831;1100;34;;;
220831;1200;37;;;
220831;1300;34;;;
220831;1400;49;;;
220831;1500;57;;;
220831;1600;46;;;
220831;1700;52;;;
220831;1800;67;;;
220831;1900;66;;;
220831;2000;63;;;
220831;2100;54;;;
220831;2200;57;;;
220831;2300;51;;;
220901;0000;48;;;
220901;0100;50;;;
220901;0200;47;;;
220901;0300;50;;;
220901;0400;48;;;
220901;0500;55;;;
220901;0600;44;;;
220901;0700;48;;;
220901;0800;51;;;
220901;0900;60;;;
220901;1000;56;;;
220901;1100;54;;;
220901;1200;53;;;
220901;1300;58;;;
220901;1400;68;;;
220901;1500;62;;;
220901;1600;63;;;
220901;1700;59;;;
220901;1800;72;;;
220901;1900;85;;;
220901;2000;101;;;
220901;2100;98;;;
220901;2200;89;;;
220901;2300;91;;;
220902;0000;104;;;
220902;0100;85;;;
220902;0200;70;;;
220902;0300;62;;;
220902;0400;61;;;
220902;0500;66;;;
220902;0600;83;;;
220902;0700;117;;;
220902;0800;121;;;
220902;0900;93;;;
220902;1000;109;;;
220902;1100;103;;;
220902;1200;126;;;
220902;1300;132;;;
220902;1400;137;;;
220902;1500;84;;;
220902;1600;75;;;
220902;1700;72;;;
220902;1800;115;;;
220902;1900;156;;;
220902;2000;131;;;
220902;2100;97;;;
220902;2200;91;;;
220902;2300;92;;;
220903;0000;75;;;
220903;0100;53;;;
220903;0200;53;;;
220903;0300;50;;;
220903;0400;42;;;
220903;0500;59;;;
220903;0600;66;;;
220903;0700;85;;;
220903;0800;92;;;
220903;0900;76;;;
220903;1000;90;;;
220903;1100;95;;;
220903;1200;89;;;
220903;1300;57;;;
220903;1400;69;;;
220903;1500;54;;;
220903;1600;55;;;
220903;1700;58;;;
220903;1800;70;;;
220903;1900;118;;;
220903;2000;137;;;
220903;2100;130;;;
220903;2200;145;;;
220903;2300;88;;;
220904;0000;90;;;
220904;0100;72;;;
220904;0200;72;;;
220904;0300;56;;;
220904;0400;47;;;
220904;0500;41;;;
220904;0600;49;;;
220904;0700;61;;;
220904;0800;75;;;
220904;0900;66;;;
220904;1000;70;;;
220904;1100;66;;;
220904;1200;68;;;
220904;1300;82;;;
220904;1400;49;;;
220904;1500;40;;;
220904;1600;48;;;
220904;1700;63;;;
220904;1800;82;;;
220904;1900;106;;;
220904;2000;97;;;
220904;2100;66;;;
220904;2200;74;;;
220904;2300;44;;;
220905;0000;54;;;
220905;0100;48;;;
220905;0200;45;;;
220905;0300;36;;;
220905;0400;37;;;
220905;0500;51;;;
220905;0600;77;;;
220905;0700;113;;;
220905;0800;113;;;
220905;0900;104;;;
220905;1000;107;;;
220905;1100;83;;;
220905;1200;110;;;
220905;1300;;;;
220905;1400;98;;;
220905;1500;95;;;
220905;1600;99;;;
220905;1700;92;;;
220905;1800;98;;;
220905;1900;144;;;
220905;2000;153;;;
220905;2100;110;;;
220905;2200;84;;;
220905;2300;68;;;
220906;0000;63;;;
220906;0100;52;;;
220906;0200;61;;;
220906;0300;63;;;
220906;0400;46;;;
220906;0500;50;;;
220906;0600;79;;;
220906;0700;111;;;
220906;0800;104;;;
220906;0900;111;;;
220906;1000;95;;;
220906;1100;86;;;
220906;1200;90;;;
220906;1300;84;;;
220906;1400;98;;;
220906;1500;73;;;
220906;1600;147;;;
220906;1700;74;;;
220906;1800;71;;;
220906;1900;83;;;
220906;2000;83;;;
220906;2100;157;;;
220906;2200;96;;;
220906;2300;44;;;
220907;0000;25;;;
220907;0100;30;;;
220907;0200;28;;;
220907;0300;39;;;
220907;0400;33;;;
220907;0500;29;;;
220907;0600;28;;;
220907;0700;17;;;
220907;0800;20;;;
220907;0900;24;;;
220907;1000;18;;;
220907;1100;24;;;
220907;1200;19;;;
220907;1300;23;;;
220907;1400;29;;;
220907;1500;30;;;
220907;1600;32;;;
220907;1700;43;;;
220907;1800;35;;;
220907;1900;28;;;
220907;2000;24;;;
220907;2100;40;;;
220907;2200;19;;;
220907;2300;19;;;
220908;0000;15;;;
220908;0100;11;;;
220908;0200;10;;;
220908;0300;13;;;
220908;0400;9;;;
220908;0500;8;;;
220908;0600;8;;;
220908;0700;16;;;
220908;0800;4;;;
220908;0900;11;;;
220908;1000;14;;;
220908;1100;15;;;
220908;1200;11;;;
220908;1300;6;;;
220908;1400;9;;;
220908;1500;14;;;
220908;1600;28;;;
220908;1700;22;;;
220908;1800;34;;;
220908;1900;78;;;
220908;2000;101;;;
220908;2100;122;;;
220908;2200;91;;;
220908;2300;50;;;
220909;0000;50;;;
220909;0100;52;;;
220909;0200;27;;;
220909;0300;23;;;
220909;0400;23;;;
220909;0500;33;;;
220909;0600;64;;;
220909;0700;93;;;
220909;0800;79;;;
220909;0900;61;;;
220909;1000;65;;;
220909;1100;59;;;
220909;1200;52;;;
220909;1300;79;;;
220909;1400;65;;;
220909;1500;47;;;
220909;1600;57;;;
220909;1700;60;;;
220909;1800;60;;;
220909;1900;113;;;
220909;2000;116;;;
220909;2100;102;;;
220909;2200;110;;;
220909;2300;112;;;
220910;0000;117;;;
220910;0100;83;;;
220910;0200;73;;;
220910;0300;57;;;
220910;0400;58;;;
220910;0500;58;;;
220910;0600;74;;;
220910;0700;84;;;
220910;0800;74;;;
220910;0900;85;;;
220910;1000;88;;;
220910;1100;62;;;
220910;1200;53;;;
220910;1300;50;;;
220910;1400;48;;;
220910;1500;51;;;
220910;1600;48;;;
220910;1700;48;;;
220910;1800;43;;;
220910;1900;38;;;
220910;2000;38;;;
220910;2100;46;;;
220910;2200;47;;;
220910;2300;42;;;
220911;0000;34;;;
220911;0100;40;;;
220911;0200;26;;;
220911;0300;20;;;
220911;0400;17;;;
220911;0500;11;;;
220911;0600;13;;;
220911;0700;11;;;
220911;0800;12;;;
220911;0900;10;;;
220911;1000;16;;;
220911;1100;16;;;
220911;1200;14;;;
220911;1300;16;;;
220911;1400;13;;;
220911;1500;25;;;
220911;1600;17;;;
220911;1700;24;;;
220911;1800;38;;;
220911;1900;36;;;
220911;2000;53;;;
220911;2100;49;;;
220911;2200;48;;;
220911;2300;44;;;
220912;0000;46;;;
220912;0100;28;;;
220912;0200;20;;;
220912;0300;18;;;
220912;0400;26;;;
220912;0500;37;;;
220912;0600;83;;;
220912;0700;81;;;
220912;0800;83;;;
220912;0900;43;;;
220912;1000;48;;;
220912;1100;57;;;
220912;1200;90;;;
220912;1300;69;;;
220912;1400;51;;;
220912;1500;47;;;
220912;1600;43;;;
220912;1700;45;;;
220912;1800;43;;;
220912;1900;34;;;
220912;2000;36;;;
220912;2100;31;;;
220912;2200;34;;;
220912;2300;26;;;
220913;0000;24;;;
220913;0100;24;;;
220913;0200;25;;;
220913;0300;23;;;
220913;0400;28;;;
220913;0500;38;;;
220913;0600;52;;;
220913;0700;49;;;
220913;0800;47;;;
220913;0900;41;;;
220913;1000;44;;;
220913;1100;51;;;
220913;1200;43;;;
220913;1300;41;;;
220913;1400;43;;;
220913;1500;50;;;
220913;1600;51;;;
220913;1700;45;;;
220913;1800;58;;;
220913;1900;64;;;
220913;2000;90;;;
220913;2100;70;;;
220913;2200;64;;;
220913;2300;53;;;
220914;0000;38;;;
220914;0100;41;;;
220914;0200;36;;;
220914;0300;37;;;
220914;0400;38;;;
220914;0500;50;;;
220914;0600;83;;;
220914;0700;120;;;
220914;0800;88;;;
220914;0900;80;;;
220914;1000;78;;;
220914;1100;82;;;
220914;1200;83;;;
220914;1300;49;;;
220914;1400;48;;;
220914;1500;40;;;
220914;1600;46;;;
220914;1700;62;;;
220914;1800;67;;;
220914;1900;71;;;
220914;2000;121;;;
220914;2100;78;;;
220914;2200;81;;;
220914;2300;78;;;
220915;0000;48;;;
220915;0100;48;;;
220915;0200;35;;;
220915;0300;36;;;
220915;0400;44;;;
220915;0500;61;;;
220915;0600;74;;;
220915;0700;110;;;
220915;0800;84;;;
220915;0900;81;;;
220915;1000;84;;;
220915;1100;78;;;
220915;1200;106;;;
220915;1300;124;;;
220915;1400;102;;;
220915;1500;89;;;
220915;1600;75;;;
220915;1700;72;;;
220915;1800;62;;;
220915;1900;59;;;
220915;2000;86;;;
220915;2100;117;;;
220915;2200;106;;;
220915;2300;95;;;
220916;0000;98;;;
220916;0100;91;;;
220916;0200;75;;;
220916;0300;75;;;
220916;0400;74;;;
220916;0500;68;;;
220916;0600;74;;;
220916;0700;82;;;
220916;0800;87;;;
220916;0900;81;;;
220916;1000;73;;;
220916;1100;73;;;
220916;1200;65;;;
220916;1300;64;;;
220916;1400;49;;;
220916;1500;43;;;
220916;1600;41;;;
220916;1700;30;;;
220916;1800;30;;;
220916;1900;40;;;
220916;2000;41;;;
220916;2100;49;;;
220916;2200;69;;;
220916;2300;70;;;
220917;0000;67;;;
220917;0100;48;;;
220917;0200;46;;;
220917;0300;56;;;
220917;0400;34;;;
220917;0500;36;;;
220917;0600;37;;;
220917;0700;37;;;
220917;0800;23;;;
220917;0900;25;;;
220917;1000;19;;;
220917;1100;25;;;
220917;1200;36;;;
220917;1300;30;;;
220917;1400;35;;;
220917;1500;34;;;
220917;1600;35;;;
220917;1700;33;;;
220917;1800;35;;;
220917;1900;24;;;
220917;2000;18;;;
220917;2100;15;;;
220917;2200;11;;;
220917;2300;11;;;
220918;0000;18;;;
220918;0100;15;;;
220918;0200;13;;;
220918;0300;13;;;
220918;0400;17;;;
220918;0500;14;;;
220918;0600;17;;;
220918;0700;18;;;
220918;0800;21;;;
220918;0900;23;;;
220918;1000;19;;;
220918;1100;21;;;
220918;1200;19;;;
220918;1300;19;;;
220918;1400;28;;;
220918;1500;32;;;
220918;1600;24;;;
220918;1700;26;;;
220918;1800;26;;;
220918;1900;32;;;
220918;2000;30;;;
220918;2100;31;;;
220918;2200;29;;;
220918;2300;32;;;
220919;0000;35;;;
220919;0100;37;;;
220919;0200;36;;;
220919;0300;41;;;
220919;0400;48;;;
220919;0500;37;;;
220919;0600;36;;;
220919;0700;41;;;
220919;0800;44;;;
220919;0900;37;;;
220919;1000;33;;;
220919;1100;32;;;
220919;1200;29;;;
220919;1300;22;;;
220919;1400;22;;;
220919;1500;20;;;
220919;1600;29;;;
220919;1700;28;;;
220919;1800;28;;;
220919;1900;38;;;
220919;2000;29;;;
220919;2100;26;;;
220919;2200;29;;;
220919;2300;30;;;
220920;0000;31;;;
220920;0100;29;;;
220920;0200;24;;;
220920;0300;31;;;
220920;0400;26;;;
220920;0500;23;;;
220920;0600;28;;;
220920;0700;32;;;
220920;0800;28;;;
220920;0900;29;;;
220920;1000;29;;;
220920;1100;27;;;
220920;1200;31;;;
220920;1300;28;;;
220920;1400;26;;;
220920;1500;30;;;
220920;1600;36;;;
220920;1700;31;;;
220920;1800;35;;;
220920;1900;27;;;
220920;2000;20;;;
220920;2100;18;;;
220920;2200;22;;;
220920;2300;12;;;
220921;0000;15;;;
220921;0100;12;;;
220921;0200;17;;;
220921;0300;20;;;
220921;0400;28;;;
220921;0500;40;;;
220921;0600;24;;;
220921;0700;28;;;
220921;0800;33;;;
220921;0900;32;;;
220921;1000;37;;;
220921;1100;42;;;
220921;1200;;;;
220921;1300;30;;;
220921;1400;25;;;
220921;1500;37;;;
220921;1600;34;;;
220921;1700;30;;;
220921;1800;40;;;
220921;1900;45;;;
220921;2000;41;;;
220921;2100;62;;;
220921;2200;44;;;
220921;2300;35;;;
220922;0000;26;;;
220922;0100;24;;;
220922;0200;23;;;
220922;0300;28;;;
220922;0400;28;;;
220922;0500;49;;;
220922;0600;64;;;
220922;0700;73;;;
220922;0800;40;;;
220922;0900;42;;;
220922;1000;52;;;
220922;1100;54;;;
220922;1200;64;;;
220922;1300;46;;;
220922;1400;46;;;
220922;1500;57;;;
220922;1600;52;;;
220922;1700;56;;;
220922;1800;66;;;
220922;1900;78;;;
220922;2000;136;;;
220922;2100;100;;;
220922;2200;57;;;
220922;2300;39;;;
220923;0000;43;;;
220923;0100;35;;;
220923;0200;31;;;
220923;0300;34;;;
220923;0400;31;;;
220923;0500;41;;;
220923;0600;91;;;
220923;0700;90;;;
220923;0800;110;;;
220923;0900;148;;;
220923;1000;111;;;
220923;1100;89;;;
220923;1200;76;;;
220923;1300;109;;;
220923;1400;68;;;
220923;1500;74;;;
220923;1600;70;;;
220923;1700;58;;;
220923;1800;58;;;
220923;1900;68;;;
220923;2000;61;;;
220923;2100;74;;;
220923;2200;71;;;
220923;2300;82;;;
220924;0000;55;;;
220924;0100;36;;;
220924;0200;42;;;
220924;0300;47;;;
220924;0400;55;;;
220924;0500;71;;;
220924;0600;69;;;
220924;0700;77;;;
220924;0800;86;;;
220924;0900;48;;;
220924;1000;26;;;
220924;1100;26;;;
220924;1200;25;;;
220924;1300;23;;;
220924;1400;29;;;
220924;1500;29;;;
220924;1600;23;;;
220924;1700;24;;;
220924;1800;28;;;
220924;1900;26;;;
220924;2000;44;;;
220924;2100;40;;;
220924;2200;39;;;
220924;2300;29;;;
220925;0000;29;;;
220925;0100;31;;;
220925;0200;29;;;
220925;0300;23;;;
220925;0400;18;;;
220925;0500;22;;;
220925;0600;24;;;
220925;0700;31;;;
220925;0800;37;;;
220925;0900;29;;;
220925;1000;35;;;
220925;1100;37;;;
220925;1200;38;;;
220925;1300;38;;;
220925;1400;41;;;
220925;1500;34;;;
220925;1600;36;;;
220925;1700;34;;;
220925;1800;39;;;
220925;1900;35;;;
220925;2000;40;;;
220925;2100;29;;;
220925;2200;48;;;
220925;2300;58;;;
220926;0000;27;;;
220926;0100;25;;;
220926;0200;43;;;
220926;0300;126;;;
220926;0400;84;;;
220926;0500;42;;;
220926;0600;49;;;
220926;0700;59;;;
220926;0800;55;;;
220926;0900;55;;;
220926;1000;65;;;
220926;1100;80;;;
220926;1200;74;;;
220926;1300;66;;;
220926;1400;67;;;
220926;1500;69;;;
220926;1600;62;;;
220926;1700;57;;;
220926;1800;46;;;
220926;1900;54;;;
220926;2000;55;;;
220926;2100;64;;;
220926;2200;69;;;
220926;2300;82;;;
220927;0000;72;;;
220927;0100;49;;;
220927;0200;44;;;
220927;0300;38;;;
220927;0400;36;;;
220927;0500;54;;;
220927;0600;82;;;
220927;0700;92;;;
220927;0800;47;;;
220927;0900;62;;;
220927;1000;86;;;
220927;1100;82;;;
220927;1200;71;;;
220927;1300;56;;;
220927;1400;64;;;
220927;1500;63;;;
220927;1600;61;;;
220927;1700;61;;;
220927;1800;57;;;
220927;1900;45;;;
220927;2000;52;;;
220927;2100;65;;;
220927;2200;66;;;
220927;2300;68;;;
220928;0000;42;;;
220928;0100;39;;;
220928;0200;35;;;
220928;0300;33;;;
220928;0400;41;;;
220928;0500;66;;;
220928;0600;85;;;
220928;0700;96;;;
220928;0800;52;;;
220928;0900;78;;;
220928;1000;80;;;
220928;1100;118;;;
220928;1200;80;;;
220928;1300;69;;;
220928;1400;76;;;
220928;1500;83;;;
220928;1600;74;;;
220928;1700;66;;;
220928;1800;54;;;
220928;1900;51;;;
220928;2000;54;;;
220928;2100;48;;;
220928;2200;42;;;
220928;2300;41;;;
220929;0000;15;;;
220929;0100;20;;;
220929;0200;25;;;
220929;0300;22;;;
220929;0400;20;;;
220929;0500;26;;;
220929;0600;21;;;
220929;0700;35;;;
220929;0800;56;;;
220929;0900;96;;;
220929;1000;101;;;
220929;1100;111;;;
220929;1200;95;;;
220929;1300;81;;;
220929;1400;82;;;
220929;1500;104;;;
220929;1600;76;;;
220929;1700;52;;;
220929;1800;57;;;
220929;1900;76;;;
220929;2000;52;;;
220929;2100;44;;;
220929;2200;50;;;
220929;2300;22;;;
220930;0000;30;;;
220930;0100;28;;;
220930;0200;24;;;
220930;0300;28;;;
220930;0400;31;;;
220930;0500;23;;;
220930;0600;28;;;
220930;0700;37;;;
220930;0800;72;;;
220930;0900;89;;;
220930;1000;108;;;
220930;1100;121;;;
220930;1200;116;;;
220930;1300;72;;;
220930;1400;78;;;
220930;1500;114;;;
220930;1600;94;;;
220930;1700;86;;;
220930;1800;81;;;
220930;1900;134;;;
220930;2000;112;;;
220930;2100;116;;;
220930;2200;113;;;
220930;2300;119;;;
221001;0000;107;;;
221001;0100;91;;;
221001;0200;76;;;
221001;0300;61;;;
221001;0400;65;;;
221001;0500;65;;;
221001;0600;67;;;
221001;0700;103;;;
221001;0800;85;;;
221001;0900;91;;;
221001;1000;87;;;
221001;1100;74;;;
221001;1200;77;;;
221001;1300;56;;;
221001;1400;49;;;
221001;1500;56;;;
221001;1600;57;;;
221001;1700;61;;;
221001;1800;53;;;
221001;1900;62;;;
221001;2000;95;;;
221001;2100;111;;;
221001;2200;78;;;
221001;2300;78;;;
221002;0000;98;;;
221002;0100;98;;;
221002;0200;69;;;
221002;0300;49;;;
221002;0400;49;;;
221002;0500;55;;;
221002;0600;60;;;
