edad,ypchtotcor,educc,pobreza
66,266066.0,4,3.0
64,266066.0,3,3.0
45,266066.0,4,3.0
41,1025000.0,6,3.0
19,1025000.0,5,3.0
27,725000.0,4,3.0
27,725000.0,6,3.0
27,421408.0,5,3.0
18,500000.0,3,2.0
63,495000.0,1,3.0
33,495000.0,4,3.0
46,385523.0,2,3.0
57,385523.0,1,3.0
25,385523.0,4,3.0
24,385523.0,4,3.0
21,385523.0,4,3.0
69,220798.0,2,3.0
70,220798.0,1,3.0
38,220798.0,5,3.0
86,120306.0,1,2.0
55,120306.0,2,2.0
69,120306.0,3,2.0
81,583111.0,1,3.0
59,256250.0,1,1.0
68,256250.0,1,1.0
78,566667.0,3,3.0
51,566667.0,4,3.0
70,519688.0,1,3.0
70,519688.0,1,3.0
30,415552.0,6,3.0
58,1098435.0,4,3.0
36,960833.0,6,3.0
36,960833.0,6,3.0
52,433333.0,6,3.0
42,433333.0,6,3.0
60,298479.0,2,2.0
44,246667.0,4,3.0
34,246667.0,4,3.0
19,246667.0,3,3.0
63,420000.0,3,2.0
56,710000.0,4,3.0
64,492000.0,3,3.0
60,492000.0,4,3.0
71,790000.0,6,3.0
60,790000.0,6,3.0
32,790000.0,5,3.0
22,790000.0,6,3.0
50,382967.0,6,3.0
31,382967.0,6,3.0
24,382967.0,6,3.0
27,382967.0,6,3.0
49,382967.0,4,3.0
61,891667.0,6,3.0
27,891667.0,6,3.0
60,891667.0,5,3.0
82,403435.0,5,3.0
39,403435.0,6,3.0
33,403435.0,0,3.0
49,661042.0,6,3.0
46,661042.0,6,3.0
20,661042.0,5,3.0
45,133161.0,4,1.0
21,133161.0,4,1.0
49,185738.0,3,2.0
19,185738.0,5,2.0
51,346163.0,4,3.0
22,346163.0,5,3.0
67,699834.0,3,3.0
65,699834.0,4,3.0
42,382083.0,1,3.0
22,382083.0,3,3.0
47,430000.0,1,3.0
25,430000.0,5,3.0
19,430000.0,4,3.0
47,430000.0,4,3.0
21,430000.0,3,3.0
58,283125.0,4,3.0
57,283125.0,5,3.0
31,283125.0,4,3.0
23,283125.0,5,3.0
58,900000.0,4,3.0
48,514188.0,6,3.0
58,514188.0,4,3.0
18,514188.0,4,3.0
26,219655.0,2,3.0
36,219655.0,5,3.0
31,185219.0,3,2.0
67,185219.0,4,2.0
57,389333.0,4,3.0
57,389333.0,4,3.0
30,389333.0,3,3.0
23,389333.0,4,3.0
18,389333.0,0,3.0
59,398660.0,3,3.0
71,398660.0,3,3.0
31,398660.0,4,3.0
29,398660.0,5,3.0
57,907917.0,6,3.0
59,1366667.0,3,3.0
29,1366667.0,3,3.0
32,925001.0,6,3.0
31,925001.0,5,3.0
43,611111.0,6,3.0
45,611111.0,6,3.0
45,905000.0,6,3.0
37,1414500.0,6,3.0
37,1414500.0,6,3.0
33,1168055.0,6,3.0
33,1168055.0,6,3.0
62,361959.0,4,3.0
22,361959.0,5,3.0
75,353518.0,4,3.0
52,353518.0,5,3.0
18,353518.0,3,3.0
31,964042.0,6,3.0
33,964042.0,6,3.0
38,439583.0,6,3.0
45,439583.0,6,3.0
61,281307.0,4,3.0
38,281307.0,6,3.0
36,281307.0,6,3.0
38,616126.0,6,3.0
26,800000.0,5,3.0
27,800000.0,6,3.0
29,968111.0,5,3.0
34,968111.0,6,3.0
60,968111.0,6,3.0
44,541667.0,4,3.0
18,541667.0,4,3.0
32,362570.0,6,3.0
74,362570.0,3,3.0
56,362570.0,4,3.0
23,362570.0,5,3.0
25,362570.0,4,3.0
39,739193.0,5,3.0
36,739193.0,6,3.0
84,600000.0,6,3.0
28,247778.0,6,3.0
36,247778.0,6,3.0
77,433000.0,2,2.0
75,193864.0,2,3.0
47,193864.0,4,3.0
42,193864.0,0,3.0
55,193864.0,4,3.0
20,193864.0,4,3.0
63,156750.0,2,2.0
60,156750.0,4,2.0
34,156750.0,4,2.0
20,520834.0,4,3.0
20,520834.0,4,3.0
82,502947.0,2,3.0
73,502947.0,1,3.0
23,261667.0,6,3.0
23,261667.0,4,3.0
64,397234.0,4,3.0
63,397234.0,4,3.0
68,125000.0,4,1.0
62,125000.0,6,1.0
21,125000.0,5,1.0
65,596959.0,4,3.0
30,596959.0,6,3.0
19,798280.0,5,3.0
53,798280.0,6,3.0
36,210000.0,4,3.0
33,210000.0,6,3.0
92,406667.0,1,3.0
62,406667.0,6,3.0
56,406667.0,5,3.0
82,938479.0,4,3.0
52,938479.0,6,3.0
54,938479.0,6,3.0
20,938479.0,5,3.0
57,4675167.0,6,3.0
18,4675167.0,4,3.0
42,2410000.0,5,3.0
64,576667.0,4,3.0
60,576667.0,6,3.0
25,576667.0,5,3.0
81,650000.0,3,3.0
79,650000.0,6,3.0
49,110740.0,4,2.0
42,110740.0,3,2.0
23,110740.0,4,2.0
22,110740.0,4,2.0
22,110740.0,4,2.0
24,110740.0,4,2.0
84,365861.0,0,2.0
64,505292.0,4,3.0
30,505292.0,4,3.0
50,372917.0,3,3.0
51,372917.0,2,3.0
28,372917.0,6,3.0
19,372917.0,4,3.0
72,179889.0,1,1.0
64,179889.0,1,1.0
92,314083.0,1,3.0
54,314083.0,2,3.0
50,314083.0,2,3.0
63,453935.0,2,2.0
76,368667.0,2,3.0
46,675708.0,6,3.0
54,675708.0,4,3.0
47,194750.0,3,1.0
82,509778.0,4,2.0
70,585000.0,3,3.0
37,585000.0,5,3.0
70,1594167.0,6,3.0
62,1594167.0,6,3.0
31,1290000.0,6,3.0
62,619889.0,4,3.0
24,619889.0,4,3.0
71,881500.0,6,3.0
68,881500.0,4,3.0
52,306334.0,4,3.0
57,306334.0,2,3.0
32,195973.0,6,2.0
75,338478.0,2,3.0
70,338478.0,4,3.0
46,290000.0,2,3.0
50,290000.0,1,3.0
92,249176.0,1,3.0
64,249176.0,3,3.0
53,249176.0,4,3.0
26,249176.0,6,3.0
79,249176.0,1,3.0
23,478035.0,5,3.0
74,478035.0,4,3.0
66,486238.0,3,3.0
90,486238.0,3,3.0
26,284444.0,4,3.0
26,284444.0,4,3.0
48,284444.0,4,3.0
87,364306.0,1,3.0
88,364306.0,1,3.0
36,123333.0,5,1.0
55,152686.0,2,2.0
67,152686.0,1,2.0
27,152686.0,6,2.0
18,152686.0,5,2.0
31,395000.0,4,3.0
32,395000.0,4,3.0
20,127500.0,3,1.0
21,127500.0,4,1.0
50,111667.0,6,1.0
69,819529.0,2,3.0
32,819529.0,6,3.0
49,819529.0,3,3.0
24,731507.0,5,3.0
65,731507.0,6,3.0
57,294834.0,2,2.0
18,294834.0,4,2.0
57,159245.0,3,2.0
59,159245.0,2,2.0
68,1178333.0,6,3.0
59,1178333.0,3,3.0
26,1178333.0,6,3.0
33,460834.0,4,3.0
30,460834.0,3,3.0
75,267931.0,1,1.0
46,267931.0,4,1.0
41,234879.0,5,2.0
18,234879.0,4,2.0
18,234879.0,4,2.0
47,127172.0,0,1.0
75,127172.0,1,1.0
40,127172.0,3,1.0
27,127172.0,4,1.0
63,450000.0,2,3.0
62,450000.0,2,3.0
25,450000.0,4,3.0
36,450000.0,6,3.0
21,580000.0,5,3.0
33,1163750.0,6,3.0
33,1163750.0,6,3.0
32,420000.0,4,3.0
25,497500.0,6,3.0
32,497500.0,6,3.0
67,346667.0,5,3.0
62,346667.0,6,3.0
26,346667.0,4,3.0
40,210979.0,4,3.0
42,210979.0,4,3.0
84,546959.0,3,3.0
86,546959.0,3,3.0
67,1223611.0,4,3.0
68,1023000.0,3,3.0
38,1030445.0,6,3.0
38,1030445.0,6,3.0
76,336724.0,3,3.0
76,336724.0,3,3.0
23,336724.0,5,3.0
58,400000.0,4,3.0
30,400000.0,5,3.0
75,763840.0,3,3.0
75,763840.0,1,3.0
21,268873.0,5,2.0
75,268873.0,4,2.0
73,268873.0,2,2.0
64,372197.0,6,3.0
65,372197.0,4,3.0
57,355709.0,6,3.0
55,355709.0,4,3.0
63,418586.0,4,3.0
79,418586.0,2,3.0
28,1036108.0,6,3.0
59,1036108.0,1,3.0
34,1036108.0,5,3.0
65,1036108.0,0,3.0
60,125100.0,3,1.0
33,125100.0,5,1.0
31,361073.0,4,3.0
49,183333.0,1,1.0
24,183333.0,5,1.0
22,183333.0,5,1.0
55,356333.0,4,3.0
27,356333.0,4,3.0
62,356333.0,4,3.0
55,267500.0,4,2.0
57,473889.0,2,3.0
62,473889.0,2,3.0
18,473889.0,5,3.0
54,277264.0,1,2.0
88,277264.0,1,2.0
77,331808.0,1,3.0
78,859528.0,1,3.0
34,376884.0,3,3.0
30,376884.0,4,3.0
64,384889.0,0,3.0
67,384889.0,0,3.0
75,504171.0,1,2.0
79,690861.0,1,3.0
76,702197.0,4,3.0
56,702197.0,4,3.0
70,428921.0,1,3.0
71,370820.0,1,3.0
66,370820.0,2,3.0
71,307361.0,2,3.0
66,307361.0,1,3.0
59,543626.0,2,3.0
92,367086.0,1,3.0
52,367086.0,3,3.0
39,200000.0,3,3.0
40,200000.0,5,3.0
76,1180000.0,6,3.0
74,1180000.0,6,3.0
86,1754167.0,6,3.0
83,1754167.0,6,3.0
48,317742.0,2,3.0
48,317742.0,2,3.0
31,297222.0,4,3.0
22,297222.0,6,3.0
73,288620.0,1,3.0
38,288620.0,3,3.0
41,288620.0,4,3.0
47,266000.0,1,3.0
40,266000.0,3,3.0
58,299576.0,4,3.0
31,299576.0,6,3.0
25,299576.0,6,3.0
58,404752.0,2,3.0
53,404752.0,3,3.0
62,260000.0,1,2.0
56,260000.0,1,2.0
49,393366.0,3,3.0
85,409778.0,1,2.0
56,364393.0,1,2.0
77,304171.0,0,3.0
76,304171.0,0,3.0
86,296963.0,2,2.0
90,296963.0,0,2.0
45,387500.0,6,3.0
50,387500.0,4,3.0
24,213750.0,5,2.0
46,213750.0,3,2.0
66,300000.0,2,1.0
63,344917.0,1,3.0
30,344917.0,6,3.0
62,344917.0,1,3.0
80,474889.0,2,3.0
59,474889.0,4,3.0
34,938083.0,6,3.0
46,166667.0,3,3.0
36,166667.0,6,3.0
35,447202.0,5,3.0
78,903254.0,2,3.0
34,1244459.0,4,3.0
44,1244459.0,1,3.0
60,380417.0,5,3.0
47,380417.0,4,3.0
58,380417.0,4,3.0
75,532229.0,6,3.0
74,532229.0,6,3.0
35,532229.0,6,3.0
37,532229.0,6,3.0
44,1087264.0,6,3.0
79,1087264.0,2,3.0
58,98709.0,6,1.0
79,98709.0,6,1.0
81,98709.0,6,1.0
68,98709.0,6,1.0
74,831861.0,4,3.0
27,4207071.0,6,3.0
25,4207071.0,5,3.0
31,2225183.0,6,3.0
79,497972.0,3,3.0
90,497972.0,5,3.0
56,497972.0,6,3.0
60,722050.0,4,3.0
23,722050.0,5,3.0
51,1741667.0,6,3.0
49,1741667.0,4,3.0
47,83333.0,2,1.0
62,585250.0,2,3.0
36,585250.0,6,3.0
44,1052917.0,6,3.0
61,476389.0,1,3.0
56,476389.0,1,3.0
23,476389.0,6,3.0
35,338542.0,4,3.0
38,338542.0,6,3.0
59,281667.0,4,2.0
60,281667.0,1,2.0
78,281667.0,0,2.0
56,975000.0,6,3.0
23,975000.0,5,3.0
49,436918.0,6,3.0
53,436918.0,6,3.0
28,436918.0,5,3.0
21,436918.0,5,3.0
39,1393333.0,6,3.0
43,1393333.0,6,3.0
43,822500.0,6,3.0
43,822500.0,6,3.0
68,822500.0,3,3.0
22,822500.0,5,3.0
41,912500.0,6,3.0
40,912500.0,6,3.0
45,274275.0,4,3.0
48,274275.0,4,3.0
67,300000.0,4,2.0
70,543000.0,4,3.0
66,743917.0,2,3.0
62,250000.0,4,1.0
23,425000.0,4,3.0
21,425000.0,3,3.0
39,430653.0,4,3.0
28,430653.0,6,3.0
71,1377459.0,6,3.0
71,1377459.0,4,3.0
46,392500.0,3,3.0
52,392500.0,4,3.0
19,392500.0,4,3.0
67,292540.0,1,2.0
46,464835.0,1,2.0
57,512000.0,3,3.0
21,512000.0,4,3.0
54,371956.0,6,3.0
23,371956.0,5,3.0
43,165520.0,4,1.0
19,165520.0,5,1.0
58,313500.0,4,3.0
63,313500.0,1,3.0
53,617500.0,4,3.0
57,617500.0,4,3.0
41,150667.0,3,1.0
37,150667.0,2,1.0
52,242413.0,4,3.0
48,242413.0,4,3.0
26,242413.0,4,3.0
25,539583.0,5,3.0
50,539583.0,4,3.0
45,539583.0,4,3.0
21,539583.0,5,3.0
46,253648.0,4,3.0
46,253648.0,4,3.0
77,226106.0,2,3.0
75,226106.0,2,3.0
18,226106.0,4,3.0
55,250000.0,1,2.0
56,250000.0,1,2.0
63,367128.0,1,3.0
50,450000.0,4,3.0
67,442476.0,3,3.0
72,442476.0,3,3.0
70,442476.0,5,3.0
36,397816.0,5,3.0
49,397816.0,4,3.0
84,505861.0,1,3.0
70,328917.0,3,3.0
76,328917.0,2,3.0
103,715235.0,1,2.0
49,401000.0,1,3.0
34,246222.0,4,3.0
29,246222.0,2,3.0
58,246222.0,4,3.0
59,246222.0,4,3.0
50,180812.0,4,2.0
21,180812.0,5,2.0
45,569140.0,6,3.0
32,569140.0,5,3.0
70,390861.0,1,2.0
60,611959.0,1,3.0
24,611959.0,4,3.0
62,600000.0,3,3.0
30,600000.0,5,3.0
28,25030.0,4,1.0
25,681667.0,5,3.0
52,681667.0,4,3.0
68,196607.0,2,3.0
64,196607.0,4,3.0
32,196607.0,3,3.0
85,109926.0,4,2.0
56,109926.0,3,2.0
52,109926.0,6,2.0
18,550834.0,5,3.0
58,550834.0,4,3.0
61,614750.0,3,3.0
71,1574750.0,1,3.0
38,525498.0,0,3.0
46,525498.0,4,3.0
65,525498.0,1,3.0
83,654720.0,3,3.0
27,730001.0,5,3.0
25,730001.0,6,3.0
45,3055556.0,6,3.0
38,3055556.0,6,3.0
75,5000000.0,6,3.0
76,429143.0,6,3.0
26,2110750.0,6,3.0
29,2110750.0,6,3.0
28,2110750.0,6,3.0
26,535000.0,6,3.0
26,535000.0,6,3.0
58,374000.0,4,3.0
30,374000.0,6,3.0
26,374000.0,4,3.0
59,374000.0,4,3.0
84,494611.0,1,3.0
83,453917.0,1,2.0
29,415000.0,6,3.0
41,647500.0,4,3.0
41,647500.0,4,3.0
60,360000.0,3,3.0
60,360000.0,2,3.0
83,581861.0,2,3.0
84,581861.0,2,3.0
93,581861.0,3,3.0
55,262459.0,4,3.0
34,262459.0,4,3.0
31,262459.0,3,3.0
71,508917.0,6,2.0
55,193935.0,3,1.0
55,233333.0,6,2.0
25,233333.0,5,2.0
23,233333.0,4,2.0
40,1360000.0,6,3.0
45,1360000.0,6,3.0
79,603917.0,2,2.0
73,197375.0,1,2.0
53,197375.0,4,2.0
29,145000.0,6,1.0
36,145000.0,6,1.0
57,419167.0,6,3.0
27,419167.0,6,3.0
22,419167.0,5,3.0
40,457778.0,4,3.0
38,457778.0,4,3.0
68,552750.0,4,3.0
43,337179.0,5,3.0
41,337179.0,4,3.0
20,337179.0,4,3.0
60,464459.0,5,3.0
54,464459.0,4,3.0
20,619167.0,5,3.0
52,948458.0,6,3.0
18,948458.0,4,3.0
79,550000.0,6,3.0
76,550000.0,6,3.0
49,716667.0,6,3.0
77,331167.0,1,3.0
34,331167.0,6,3.0
62,300000.0,4,3.0
24,300000.0,4,3.0
63,300000.0,4,3.0
59,302399.0,2,3.0
62,302399.0,2,3.0
29,302399.0,3,3.0
30,302399.0,4,3.0
27,302399.0,6,3.0
64,440834.0,4,3.0
64,440834.0,1,3.0
39,209410.0,4,3.0
34,209410.0,4,3.0
64,209410.0,4,3.0
62,209410.0,4,3.0
32,163657.0,4,3.0
42,163657.0,4,3.0
30,163657.0,4,3.0
37,163657.0,0,3.0
43,163657.0,1,3.0
40,163657.0,2,3.0
76,163657.0,1,3.0
33,800833.0,6,3.0
52,457500.0,4,3.0
20,457500.0,5,3.0
32,1375834.0,6,3.0
29,1375834.0,6,3.0
41,534797.0,5,3.0
25,534797.0,3,3.0
26,863334.0,4,3.0
26,863334.0,6,3.0
42,486667.0,5,3.0
42,486667.0,5,3.0
64,467767.0,3,3.0
35,467767.0,6,3.0
27,467767.0,6,3.0
59,372333.0,4,3.0
57,372333.0,1,3.0
38,372333.0,3,3.0
33,283333.0,4,3.0
30,283333.0,4,3.0
40,326975.0,6,3.0
22,326975.0,5,3.0
34,1672500.0,6,3.0
34,1672500.0,6,3.0
30,1672500.0,6,3.0
59,1672500.0,4,3.0
48,1396667.0,6,3.0
47,1396667.0,6,3.0
74,1396667.0,3,3.0
52,394000.0,3,3.0
47,394000.0,3,3.0
55,475180.0,2,3.0
32,475180.0,4,3.0
22,475180.0,4,3.0
22,475180.0,4,3.0
81,545387.0,4,3.0
67,545387.0,2,3.0
50,437353.0,4,3.0
18,437353.0,4,3.0
24,150000.0,4,2.0
29,150000.0,3,2.0
39,239690.0,3,3.0
42,239690.0,1,3.0
19,239690.0,4,3.0
62,410000.0,4,3.0
69,410000.0,4,3.0
57,185120.0,4,3.0
59,185120.0,2,3.0
33,185120.0,4,3.0
21,185120.0,5,3.0
21,185120.0,5,3.0
62,382792.0,3,3.0
74,382792.0,1,3.0
23,382792.0,5,3.0
49,1100000.0,6,3.0
50,1100000.0,6,3.0
18,1100000.0,4,3.0
64,1300000.0,6,3.0
63,1300000.0,5,3.0
67,503000.0,6,3.0
81,503000.0,6,3.0
39,1066667.0,6,3.0
65,1066667.0,6,3.0
68,1066667.0,4,3.0
59,1200000.0,6,3.0
52,1200000.0,5,3.0
24,1200000.0,5,3.0
21,1200000.0,5,3.0
38,1350000.0,6,3.0
39,1350000.0,6,3.0
39,522625.0,5,3.0
19,522625.0,5,3.0
43,522625.0,4,3.0
29,172497.0,6,2.0
54,172497.0,6,2.0
27,172497.0,4,2.0
46,2255667.0,6,3.0
45,2255667.0,6,3.0
63,621250.0,3,3.0
51,621250.0,6,3.0
51,1774444.0,6,3.0
24,1774444.0,5,3.0
18,1774444.0,4,3.0
23,119457.0,4,1.0
23,119457.0,4,1.0
71,341931.0,2,3.0
45,39420.0,2,1.0
43,39420.0,2,1.0
24,39420.0,5,1.0
22,39420.0,6,1.0
73,383320.0,1,3.0
72,383320.0,2,3.0
52,132278.0,2,1.0
33,362204.0,4,3.0
28,362204.0,4,3.0
58,275000.0,4,2.0
25,275000.0,6,2.0
38,266667.0,5,2.0
36,450000.0,6,3.0
36,450000.0,6,3.0
68,734355.0,4,3.0
23,410833.0,4,3.0
47,410833.0,4,3.0
38,410833.0,4,3.0
55,163302.0,1,2.0
20,163302.0,4,2.0
34,163302.0,4,2.0
80,533889.0,2,3.0
75,533889.0,2,3.0
66,403508.0,3,3.0
57,403508.0,2,3.0
33,403508.0,4,3.0
44,381999.0,6,3.0
50,381999.0,4,3.0
29,381999.0,6,3.0
18,381999.0,4,3.0
49,465100.0,3,3.0
29,465100.0,6,3.0
52,547250.0,4,3.0
49,547250.0,3,3.0
25,547250.0,6,3.0
52,1158333.0,3,3.0
50,1158333.0,3,3.0
45,220564.0,6,2.0
18,220564.0,4,2.0
40,216687.0,4,3.0
36,216687.0,3,3.0
48,205745.0,3,2.0
59,205745.0,4,2.0
25,205745.0,5,2.0
22,205745.0,6,2.0
46,820833.0,4,3.0
38,233333.0,4,3.0
40,233333.0,4,3.0
18,233333.0,4,3.0
78,314136.0,2,3.0
73,314136.0,2,3.0
34,314136.0,6,3.0
37,314136.0,4,3.0
22,314136.0,5,3.0
79,443070.0,2,3.0
30,443070.0,4,3.0
53,443070.0,3,3.0
78,443070.0,1,3.0
37,260383.0,4,3.0
62,260383.0,4,3.0
44,300000.0,2,3.0
49,300000.0,4,3.0
27,539167.0,4,3.0
52,539167.0,4,3.0
56,539167.0,4,3.0
58,170330.0,1,2.0
63,170330.0,1,2.0
21,170330.0,4,2.0
76,384416.0,1,3.0
54,384416.0,4,3.0
44,354500.0,1,3.0
66,354500.0,1,3.0
56,360659.0,1,3.0
84,360659.0,1,3.0
50,912500.0,6,3.0
63,199790.0,4,1.0
66,199790.0,2,1.0
31,193306.0,4,2.0
87,435951.0,1,3.0
78,435951.0,2,3.0
33,236250.0,4,2.0
33,236250.0,4,2.0
74,353917.0,1,3.0
68,353917.0,3,3.0
29,414864.0,6,3.0
40,374398.0,6,3.0
79,374398.0,6,3.0
83,374398.0,1,3.0
41,475340.0,4,3.0
21,475340.0,5,3.0
33,211312.0,4,3.0
30,211312.0,4,3.0
27,328125.0,5,3.0
25,328125.0,5,3.0
48,634167.0,3,3.0
47,634167.0,6,3.0
39,508333.0,4,3.0
36,870000.0,5,3.0
86,690000.0,2,3.0
41,496968.0,4,3.0
31,496968.0,5,3.0
65,574431.0,3,3.0
66,574431.0,3,3.0
20,317917.0,4,3.0
20,317917.0,4,3.0
48,217565.0,4,2.0
19,217565.0,5,2.0
66,309889.0,1,3.0
60,309889.0,2,3.0
58,442083.0,4,3.0
58,313385.0,0,3.0
59,313385.0,4,3.0
29,313385.0,4,3.0
64,94500.0,3,1.0
62,94500.0,4,1.0
79,534431.0,1,3.0
41,534431.0,4,3.0
41,339824.0,1,3.0
67,339824.0,2,3.0
22,339824.0,4,3.0
66,935000.0,6,3.0
44,327500.0,4,3.0
48,327500.0,4,3.0
20,327500.0,4,3.0
44,341103.0,4,3.0
24,341103.0,5,3.0
83,493917.0,1,2.0
49,442931.0,6,3.0
71,442931.0,1,3.0
56,447978.0,3,3.0
84,447978.0,1,3.0
52,447978.0,2,3.0
58,630000.0,4,3.0
55,630000.0,4,3.0
25,630000.0,6,3.0
58,256709.0,2,3.0
55,256709.0,2,3.0
29,256709.0,4,3.0
36,256709.0,4,3.0
60,610000.0,4,3.0
50,610000.0,4,3.0
21,610000.0,5,3.0
25,95333.0,4,1.0
50,95333.0,3,1.0
28,95333.0,3,1.0
64,1680667.0,4,3.0
64,1680667.0,4,3.0
50,230000.0,4,2.0
79,230000.0,1,2.0
34,543460.0,6,3.0
59,614572.0,4,3.0
59,614572.0,4,3.0
38,249149.0,4,3.0
42,183542.0,3,3.0
24,183542.0,4,3.0
21,183542.0,4,3.0
43,287111.0,4,3.0
33,287111.0,4,3.0
40,234291.0,1,2.0
40,234291.0,3,2.0
19,234291.0,4,2.0
64,371667.0,3,3.0
45,371667.0,1,3.0
39,375292.0,4,3.0
31,375292.0,4,3.0
53,332778.0,6,3.0
25,332778.0,6,3.0
73,850000.0,6,3.0
42,585000.0,6,3.0
18,585000.0,5,3.0
42,1433333.0,6,3.0
65,151835.0,1,2.0
61,151835.0,4,2.0
44,151835.0,0,2.0
49,17150000.0,6,3.0
67,1743542.0,6,3.0
40,1743542.0,6,3.0
21,1743542.0,5,3.0
65,1743542.0,6,3.0
60,1065899.0,6,3.0
60,1065899.0,6,3.0
81,1976944.0,6,3.0
27,1976944.0,6,3.0
63,1976944.0,6,3.0
58,1428000.0,5,3.0
50,1428000.0,6,3.0
23,1428000.0,5,3.0
19,1428000.0,5,3.0
57,2920000.0,6,3.0
56,2920000.0,6,3.0
55,240000.0,6,3.0
29,240000.0,6,3.0
62,1547917.0,5,3.0
63,1547917.0,6,3.0
84,700000.0,2,3.0
82,700000.0,6,3.0
29,266667.0,4,3.0
27,266667.0,4,3.0
29,1350000.0,6,3.0
38,1350000.0,6,3.0
68,468459.0,6,3.0
60,468459.0,4,3.0
33,623813.0,4,3.0
35,623813.0,4,3.0
30,193437.0,4,3.0
36,193437.0,4,3.0
44,193437.0,3,3.0
36,193437.0,4,3.0
20,193437.0,4,3.0
24,193437.0,3,3.0
42,424712.0,3,3.0
40,424712.0,3,3.0
63,882083.0,6,3.0
61,882083.0,2,3.0
70,300306.0,1,3.0
69,300306.0,2,3.0
72,300306.0,4,3.0
34,300306.0,6,3.0
36,300306.0,6,3.0
46,394293.0,4,3.0
49,394293.0,3,3.0
47,394293.0,3,3.0
21,394293.0,4,3.0
74,394293.0,0,3.0
74,326378.0,1,3.0
69,326378.0,1,3.0
44,326378.0,1,3.0
34,326378.0,4,3.0
68,297086.0,3,3.0
69,297086.0,1,3.0
83,464641.0,4,3.0
79,464641.0,4,3.0
64,254778.0,4,2.0
65,254778.0,4,2.0
32,254778.0,6,2.0
25,715833.0,5,3.0
45,715833.0,6,3.0
81,715833.0,4,3.0
35,715833.0,6,3.0
22,343000.0,5,3.0
56,343000.0,5,3.0
53,343000.0,4,3.0
26,343000.0,5,3.0
19,343000.0,5,3.0
59,900000.0,6,3.0
56,900000.0,6,3.0
21,900000.0,5,3.0
87,230000.0,1,3.0
57,230000.0,5,3.0
62,230000.0,6,3.0
25,230000.0,4,3.0
47,537500.0,6,3.0
47,537500.0,4,3.0
23,537500.0,5,3.0
19,340000.0,4,3.0
22,340000.0,5,3.0
50,340000.0,4,3.0
66,793917.0,3,3.0
63,500000.0,4,3.0
60,500000.0,3,3.0
31,500000.0,5,3.0
65,377667.0,6,3.0
26,377667.0,5,3.0
74,377667.0,4,3.0
49,455000.0,3,3.0
25,455000.0,4,3.0
60,429167.0,6,3.0
26,429167.0,6,3.0
76,342236.0,4,3.0
73,342236.0,4,3.0
65,342236.0,3,3.0
65,342236.0,3,3.0
32,342236.0,6,3.0
61,470000.0,4,3.0
57,470000.0,4,3.0
65,281959.0,3,3.0
59,281959.0,3,3.0
43,70306.0,0,1.0
37,70306.0,1,1.0
20,70306.0,5,1.0
56,620000.0,3,3.0
46,260000.0,1,3.0
22,260000.0,4,3.0
19,260000.0,4,3.0
37,87243.0,4,1.0
67,189654.0,1,3.0
40,189654.0,3,3.0
23,189654.0,4,3.0
18,189654.0,4,3.0
36,366667.0,6,3.0
36,366667.0,4,3.0
38,215517.0,4,2.0
31,215517.0,4,2.0
58,517834.0,4,3.0
33,187500.0,4,3.0
32,187500.0,2,3.0
48,911111.0,6,3.0
48,911111.0,6,3.0
37,249875.0,6,3.0
34,249875.0,6,3.0
37,249875.0,3,3.0
72,350557.0,4,3.0
60,350557.0,1,3.0
70,349889.0,4,3.0
37,349889.0,4,3.0
92,726207.0,2,3.0
82,1235000.0,1,3.0
40,1235000.0,6,3.0
36,226667.0,4,3.0
34,226667.0,4,3.0
29,460000.0,4,3.0
29,570000.0,4,3.0
37,570000.0,4,3.0
34,570000.0,4,3.0
70,570000.0,4,3.0
69,665000.0,2,3.0
48,250000.0,1,3.0
38,250000.0,1,3.0
28,250000.0,4,3.0
50,200000.0,3,1.0
53,325000.0,4,3.0
46,325000.0,4,3.0
59,761834.0,5,3.0
83,761834.0,4,3.0
61,468056.0,4,3.0
53,468056.0,4,3.0
18,468056.0,5,3.0
31,468056.0,4,3.0
23,468056.0,5,3.0
44,2119583.0,6,3.0
45,2119583.0,6,3.0
73,367500.0,3,3.0
68,367500.0,4,3.0
52,367500.0,6,3.0
25,367500.0,5,3.0
79,410000.0,4,3.0
53,410000.0,4,3.0
64,0.0,6,1.0
50,82000.0,2,1.0
31,82000.0,3,1.0
28,82000.0,1,1.0
27,286959.0,3,3.0
32,85833.0,2,1.0
39,85833.0,3,1.0
38,137790.0,4,2.0
32,137790.0,4,2.0
20,137790.0,5,2.0
20,137790.0,4,2.0
18,137790.0,4,2.0
40,161356.0,2,2.0
42,161356.0,4,2.0
22,161356.0,4,2.0
20,161356.0,4,2.0
22,161356.0,4,2.0
54,224313.0,4,3.0
30,224313.0,4,3.0
30,224313.0,4,3.0
19,224313.0,4,3.0
30,0.0,3,1.0
52,713667.0,1,3.0
34,233333.0,4,3.0
29,233333.0,3,3.0
72,1724027.0,6,3.0
69,1724027.0,6,3.0
43,560764.0,6,3.0
69,560764.0,3,3.0
62,487179.0,1,3.0
53,331090.0,1,3.0
90,331090.0,2,3.0
85,547361.0,1,3.0
25,534167.0,4,3.0
77,461709.0,3,3.0
79,461709.0,4,3.0
45,796667.0,4,3.0
54,2450000.0,6,3.0
47,150000.0,3,1.0
63,189167.0,3,1.0
47,212500.0,4,2.0
48,212500.0,3,2.0
