edad,ypchtotcor,educc,pobreza
25,894583.0,6,3.0
27,894583.0,6,3.0
31,720000.0,4,3.0
34,720000.0,5,3.0
24,165000.0,5,1.0
19,165000.0,5,1.0
58,310000.0,6,3.0
54,310000.0,4,3.0
37,200000.0,6,3.0
41,200000.0,6,3.0
47,420000.0,6,3.0
64,172931.0,3,1.0
53,261294.0,2,3.0
19,261294.0,2,3.0
27,261294.0,3,3.0
38,466667.0,6,3.0
41,466667.0,4,3.0
20,466667.0,4,3.0
58,268598.0,1,3.0
21,268598.0,0,3.0
35,51098.0,2,1.0
21,51098.0,4,1.0
33,247219.0,4,3.0
33,193333.0,6,1.0
37,193333.0,6,1.0
37,332033.0,1,3.0
40,332033.0,3,3.0
19,332033.0,5,3.0
69,399320.0,3,3.0
70,399320.0,3,3.0
31,300000.0,4,2.0
85,340861.0,1,3.0
83,340861.0,1,3.0
55,425087.0,1,3.0
32,1150000.0,6,3.0
48,520000.0,6,3.0
23,330000.0,4,3.0
44,330000.0,4,3.0
71,330000.0,4,3.0
49,330000.0,5,3.0
28,580000.0,5,3.0
28,650000.0,5,3.0
23,225000.0,5,2.0
21,225000.0,4,2.0
26,1600000.0,6,3.0
70,407778.0,1,2.0
65,372355.0,3,3.0
60,372355.0,4,3.0
32,372355.0,3,3.0
27,548917.0,6,3.0
28,548917.0,4,3.0
54,278314.0,4,3.0
52,278314.0,2,3.0
18,278314.0,3,3.0
46,226745.0,2,3.0
56,226745.0,2,3.0
20,226745.0,4,3.0
18,226745.0,5,3.0
34,215552.0,4,2.0
58,228663.0,1,3.0
78,228663.0,1,3.0
36,228663.0,3,3.0
79,298815.0,0,3.0
62,298815.0,2,3.0
62,332959.0,2,3.0
66,332959.0,2,3.0
82,355195.0,3,3.0
84,355195.0,3,3.0
45,480000.0,1,3.0
23,359498.0,4,3.0
25,359498.0,5,3.0
23,204167.0,4,2.0
22,204167.0,4,2.0
69,1649167.0,1,3.0
40,1649167.0,4,3.0
75,400570.0,1,3.0
74,400570.0,1,3.0
63,400000.0,3,3.0
72,742950.0,1,3.0
66,189704.0,3,1.0
55,189704.0,3,1.0
19,189704.0,5,1.0
48,437267.0,6,3.0
49,437267.0,6,3.0
25,437267.0,5,3.0
80,851848.0,3,3.0
45,851848.0,6,3.0
70,527097.0,3,3.0
44,527097.0,6,3.0
46,262777.0,1,3.0
46,262777.0,4,3.0
22,262777.0,4,3.0
69,262777.0,2,3.0
31,262777.0,6,3.0
27,262777.0,4,3.0
57,225295.0,3,2.0
58,225295.0,3,2.0
18,225295.0,4,2.0
55,419500.0,1,3.0
51,419500.0,2,3.0
52,239386.0,1,3.0
47,239386.0,1,3.0
33,1055667.0,6,3.0
40,1055667.0,6,3.0
60,198333.0,1,2.0
23,198333.0,5,2.0
20,198333.0,4,2.0
29,249164.0,4,3.0
23,249164.0,6,3.0
71,615431.0,3,3.0
69,615431.0,6,3.0
59,501389.0,1,3.0
56,501389.0,4,3.0
27,501389.0,6,3.0
53,1908334.0,6,3.0
58,1908334.0,6,3.0
39,90621.0,4,1.0
40,90621.0,3,1.0
18,90621.0,4,1.0
61,310219.0,1,3.0
69,310219.0,2,3.0
21,310219.0,5,3.0
49,259398.0,4,2.0
49,259398.0,3,2.0
22,259398.0,4,2.0
94,321440.0,0,3.0
63,321440.0,1,3.0
56,240723.0,1,2.0
69,240723.0,1,2.0
31,700000.0,2,3.0
50,334752.0,3,3.0
37,334752.0,2,3.0
76,243185.0,0,3.0
84,243185.0,1,3.0
37,243185.0,1,3.0
57,381312.0,1,3.0
56,381312.0,3,3.0
30,381312.0,2,3.0
68,489053.0,1,3.0
30,489053.0,4,3.0
67,489053.0,6,3.0
31,118899.0,4,1.0
31,118899.0,4,1.0
65,496667.0,1,3.0
71,580000.0,2,3.0
27,205870.0,4,2.0
27,205870.0,6,2.0
59,325000.0,2,3.0
59,325000.0,2,3.0
24,380000.0,5,3.0
46,380000.0,4,3.0
57,380000.0,3,3.0
41,551195.0,2,3.0
38,652250.0,6,3.0
37,601611.0,4,3.0
37,601611.0,4,3.0
46,261164.0,2,3.0
50,261164.0,3,3.0
19,261164.0,5,3.0
53,305250.0,2,3.0
64,305250.0,1,3.0
46,222500.0,2,3.0
43,222500.0,1,3.0
24,222500.0,4,3.0
21,222500.0,4,3.0
43,504889.0,5,3.0
42,504889.0,4,3.0
19,504889.0,4,3.0
64,2481056.0,4,3.0
76,2481056.0,6,3.0
92,1135000.0,4,3.0
45,577263.0,4,3.0
49,577263.0,6,3.0
72,491445.0,4,3.0
88,491445.0,0,3.0
81,405681.0,1,3.0
54,405681.0,1,3.0
61,383571.0,1,3.0
66,383571.0,2,3.0
77,475320.0,2,3.0
73,475320.0,3,3.0
42,394015.0,4,3.0
40,394015.0,6,3.0
26,179143.0,3,2.0
45,179143.0,1,2.0
21,198083.0,5,1.0
64,576762.0,6,3.0
66,576762.0,6,3.0
34,576762.0,6,3.0
55,900000.0,4,3.0
67,693917.0,2,3.0
51,472717.0,3,3.0
53,472717.0,3,3.0
26,472717.0,4,3.0
39,451000.0,3,3.0
54,451000.0,2,3.0
44,1298250.0,6,3.0
37,1298250.0,6,3.0
68,397763.0,3,3.0
62,397763.0,3,3.0
28,311665.0,5,3.0
49,193333.0,4,2.0
52,193333.0,4,2.0
21,193333.0,5,2.0
63,406667.0,2,3.0
67,406667.0,1,3.0
36,406667.0,6,3.0
52,336667.0,3,3.0
58,336667.0,2,3.0
22,336667.0,4,3.0
24,367969.0,6,3.0
23,367969.0,5,3.0
29,76834.0,4,1.0
54,221403.0,3,3.0
54,221403.0,1,3.0
18,221403.0,4,3.0
82,221403.0,1,3.0
45,290490.0,1,3.0
24,290490.0,4,3.0
18,290490.0,4,3.0
77,370612.0,3,3.0
73,370612.0,1,3.0
72,275431.0,1,3.0
29,275431.0,4,3.0
66,464459.0,4,3.0
65,464459.0,1,3.0
46,549167.0,4,3.0
46,549167.0,2,3.0
53,240756.0,2,3.0
59,240756.0,1,3.0
31,240756.0,4,3.0
48,375000.0,6,3.0
46,375000.0,4,3.0
22,375000.0,5,3.0
41,904444.0,6,3.0
58,950000.0,6,3.0
54,950000.0,6,3.0
22,950000.0,5,3.0
59,301250.0,4,1.0
26,301250.0,5,1.0
30,203750.0,4,2.0
56,203750.0,1,2.0
70,617000.0,4,3.0
55,710333.0,4,3.0
58,396959.0,1,3.0
21,396959.0,4,3.0
52,600000.0,3,3.0
50,600000.0,3,3.0
33,600000.0,4,3.0
58,265000.0,4,1.0
64,1018209.0,6,3.0
65,1018209.0,6,3.0
30,342140.0,5,3.0
23,342140.0,5,3.0
21,342140.0,5,3.0
19,342140.0,5,3.0
50,342140.0,5,3.0
41,1886875.0,6,3.0
70,1886875.0,1,3.0
49,412500.0,4,3.0
48,412500.0,3,3.0
27,412500.0,6,3.0
58,1200000.0,0,3.0
59,840000.0,4,3.0
42,3276667.0,6,3.0
40,3276667.0,6,3.0
74,450000.0,4,3.0
72,450000.0,6,3.0
34,450000.0,6,3.0
49,450000.0,6,3.0
69,1250000.0,2,3.0
59,512500.0,2,3.0
64,512500.0,2,3.0
50,1050000.0,6,3.0
42,306111.0,4,3.0
50,306111.0,4,3.0
22,306111.0,5,3.0
48,660556.0,6,3.0
20,660556.0,5,3.0
69,499778.0,2,2.0
58,450000.0,1,2.0
86,1083000.0,4,3.0
82,1083000.0,4,3.0
51,2070834.0,6,3.0
50,2070834.0,6,3.0
47,825556.0,3,3.0
43,825556.0,6,3.0
22,825556.0,4,3.0
54,696667.0,3,3.0
53,696667.0,4,3.0
59,187453.0,1,2.0
30,187453.0,3,2.0
18,187453.0,4,2.0
51,375903.0,1,3.0
41,375903.0,2,3.0
29,375903.0,4,3.0
19,375903.0,4,3.0
21,375903.0,4,3.0
21,375903.0,5,3.0
55,519792.0,3,3.0
56,519792.0,4,3.0
34,519792.0,4,3.0
26,519792.0,5,3.0
47,756285.0,4,3.0
27,756285.0,6,3.0
36,1250000.0,4,3.0
54,848000.0,4,3.0
80,321583.0,3,3.0
50,321583.0,5,3.0
79,321583.0,3,3.0
57,436945.0,4,3.0
50,436945.0,4,3.0
48,416110.0,4,3.0
48,416110.0,4,3.0
60,505000.0,6,2.0
62,410254.0,0,3.0
40,311115.0,2,3.0
47,311115.0,4,3.0
75,730106.0,2,3.0
43,575000.0,4,3.0
44,575000.0,4,3.0
21,575000.0,5,3.0
78,1220000.0,4,3.0
76,346307.0,1,3.0
26,346307.0,6,3.0
22,346307.0,5,3.0
72,343216.0,1,3.0
72,343216.0,2,3.0
40,343216.0,4,3.0
37,343216.0,6,3.0
36,343216.0,2,3.0
24,416836.0,5,3.0
95,416836.0,3,3.0
90,416836.0,3,3.0
61,154724.0,3,2.0
71,154724.0,6,2.0
31,154724.0,6,2.0
29,548667.0,6,3.0
42,916667.0,6,3.0
39,916667.0,6,3.0
30,1165833.0,6,3.0
51,405390.0,4,3.0
46,405390.0,1,3.0
22,405390.0,4,3.0
75,202364.0,0,2.0
63,202364.0,0,2.0
31,604167.0,3,3.0
29,604167.0,4,3.0
73,697508.0,4,3.0
68,697508.0,1,3.0
90,697508.0,1,3.0
35,1816667.0,6,3.0
41,1150000.0,6,3.0
36,1150000.0,6,3.0
51,200000.0,4,1.0
31,200000.0,4,1.0
60,521945.0,4,3.0
56,521945.0,3,3.0
35,521945.0,6,3.0
20,521945.0,5,3.0
29,521945.0,6,3.0
34,673333.0,6,3.0
36,673333.0,6,3.0
37,1055000.0,6,3.0
33,1055000.0,6,3.0
39,667039.0,6,3.0
37,667039.0,6,3.0
59,667039.0,5,3.0
52,499639.0,4,3.0
26,499639.0,5,3.0
50,409334.0,6,3.0
87,409334.0,1,3.0
46,266371.0,4,3.0
45,266371.0,4,3.0
22,266371.0,5,3.0
52,232219.0,1,2.0
54,575000.0,6,3.0
54,575000.0,4,3.0
57,275000.0,1,2.0
64,275000.0,3,2.0
56,688333.0,4,3.0
57,688333.0,1,3.0
20,688333.0,4,3.0
52,157375.0,4,1.0
26,157375.0,6,1.0
90,648000.0,0,3.0
56,648000.0,4,3.0
37,500000.0,6,3.0
81,743917.0,0,3.0
44,800000.0,6,3.0
73,943917.0,1,3.0
70,1690000.0,5,3.0
44,1690000.0,6,3.0
56,1625000.0,4,3.0
51,1625000.0,4,3.0
22,430000.0,5,3.0
49,97555.0,4,1.0
66,97555.0,1,1.0
21,97555.0,0,1.0
19,97555.0,4,1.0
39,383370.0,4,3.0
18,383370.0,4,3.0
64,384167.0,1,3.0
59,384167.0,2,3.0
30,775000.0,6,3.0
51,231904.0,1,3.0
58,231904.0,3,3.0
33,231904.0,4,3.0
35,231904.0,4,3.0
53,171352.0,1,2.0
24,171352.0,4,2.0
30,171352.0,4,2.0
26,171352.0,4,2.0
19,171352.0,5,2.0
39,133830.0,5,2.0
22,133830.0,5,2.0
20,133830.0,5,2.0
22,133830.0,5,2.0
78,1350000.0,4,3.0
82,1350000.0,6,3.0
67,5966667.0,5,3.0
66,5966667.0,4,3.0
33,5966667.0,6,3.0
43,1002917.0,4,3.0
75,258409.0,4,3.0
67,258409.0,1,3.0
23,258409.0,3,3.0
80,540000.0,0,3.0
81,142134.0,2,1.0
40,142134.0,4,1.0
61,502000.0,3,3.0
32,502000.0,6,3.0
74,523409.0,1,3.0
72,523409.0,4,3.0
32,312831.0,6,3.0
74,278959.0,1,3.0
75,278959.0,3,3.0
50,802917.0,6,3.0
48,308197.0,2,3.0
22,308197.0,6,3.0
56,182579.0,4,2.0
26,182579.0,5,2.0
54,286667.0,4,3.0
62,286667.0,3,3.0
61,181302.0,1,1.0
54,181302.0,2,1.0
72,520000.0,3,3.0
50,520000.0,4,3.0
58,371306.0,6,3.0
70,371306.0,2,3.0
30,371306.0,5,3.0
71,710000.0,4,3.0
68,710000.0,4,3.0
56,250000.0,6,3.0
60,250000.0,6,3.0
24,250000.0,5,3.0
20,250000.0,4,3.0
33,242928.0,6,3.0
32,242928.0,5,3.0
49,639444.0,3,3.0
58,639444.0,6,3.0
69,657375.0,6,3.0
76,470000.0,3,3.0
61,206834.0,1,1.0
20,206834.0,5,1.0
71,207445.0,3,2.0
75,207445.0,2,2.0
70,359954.0,1,3.0
44,359954.0,3,3.0
61,359954.0,1,3.0
68,329861.0,1,3.0
71,329861.0,1,3.0
59,275000.0,2,3.0
52,275000.0,1,3.0
40,354167.0,6,3.0
66,743459.0,1,3.0
26,743459.0,3,3.0
34,459363.0,4,3.0
23,280580.0,6,3.0
34,280580.0,6,3.0
34,257663.0,6,3.0
26,257663.0,5,3.0
40,297170.0,4,2.0
49,490000.0,4,3.0
60,490000.0,4,3.0
44,232667.0,4,1.0
24,257440.0,6,3.0
27,257440.0,6,3.0
58,317500.0,4,3.0
21,317500.0,4,3.0
70,317500.0,4,3.0
64,317500.0,4,3.0
47,653333.0,4,3.0
45,653333.0,4,3.0
21,653333.0,6,3.0
60,283333.0,4,3.0
68,283333.0,3,3.0
21,283333.0,5,3.0
63,599917.0,6,3.0
65,599917.0,4,3.0
29,599917.0,6,3.0
65,573333.0,4,3.0
29,573333.0,6,3.0
22,573333.0,4,3.0
57,275912.0,4,3.0
53,275912.0,4,3.0
51,262284.0,4,2.0
50,262284.0,4,2.0
24,262284.0,5,2.0
82,803480.0,3,3.0
26,598479.0,4,3.0
27,598479.0,4,3.0
71,213859.0,3,3.0
38,213859.0,4,3.0
30,213859.0,4,3.0
89,213859.0,2,3.0
33,325282.0,6,3.0
34,325282.0,6,3.0
60,360892.0,6,3.0
60,360892.0,6,3.0
23,360892.0,5,3.0
22,360892.0,5,3.0
71,456959.0,3,3.0
20,456959.0,5,3.0
25,530556.0,4,3.0
32,530556.0,1,3.0
48,1236250.0,6,3.0
46,1236250.0,4,3.0
42,600000.0,4,3.0
41,600000.0,4,3.0
23,600000.0,6,3.0
52,295625.0,4,3.0
51,295625.0,4,3.0
25,295625.0,4,3.0
58,1900000.0,3,3.0
61,120386.0,1,1.0
31,120386.0,4,1.0
20,120386.0,4,1.0
52,300000.0,1,3.0
49,300000.0,3,3.0
46,525811.0,4,3.0
54,525811.0,4,3.0
39,166667.0,3,2.0
40,166667.0,4,2.0
22,166667.0,5,2.0
50,365000.0,4,3.0
34,365000.0,6,3.0
59,293125.0,4,3.0
35,293125.0,6,3.0
46,318333.0,4,3.0
25,318333.0,4,3.0
47,616667.0,6,3.0
58,274000.0,1,2.0
72,274000.0,1,2.0
54,200000.0,4,2.0
53,200000.0,3,2.0
23,200000.0,5,2.0
49,196365.0,4,1.0
30,400000.0,5,3.0
24,400000.0,6,3.0
43,1450000.0,6,3.0
59,2525833.0,6,3.0
27,2525833.0,6,3.0
37,2159722.0,6,3.0
35,2159722.0,6,3.0
40,1166667.0,6,3.0
40,1166667.0,5,3.0
67,469587.0,4,3.0
60,469587.0,5,3.0
25,469587.0,6,3.0
21,469587.0,4,3.0
65,118551.0,1,1.0
75,444778.0,4,3.0
81,444778.0,2,3.0
47,301681.0,4,3.0
70,301681.0,1,3.0
65,200500.0,4,2.0
67,200500.0,4,2.0
64,334308.0,2,3.0
65,334308.0,4,3.0
34,334308.0,4,3.0
43,676667.0,6,3.0
44,676667.0,6,3.0
48,870000.0,6,3.0
24,870000.0,5,3.0
32,566667.0,6,3.0
28,566667.0,4,3.0
55,366667.0,6,3.0
24,366667.0,5,3.0
19,366667.0,5,3.0
36,800000.0,6,3.0
51,418868.0,2,3.0
19,440000.0,4,3.0
27,440000.0,6,3.0
31,440000.0,6,3.0
59,440000.0,6,3.0
58,440000.0,6,3.0
36,179493.0,4,2.0
25,323333.0,6,3.0
43,323333.0,6,3.0
53,375000.0,6,3.0
53,375000.0,3,3.0
19,375000.0,0,3.0
47,403407.0,4,3.0
49,403407.0,3,3.0
23,403407.0,4,3.0
71,456959.0,4,3.0
79,456959.0,1,3.0
51,555555.0,4,3.0
47,555555.0,4,3.0
39,316052.0,4,3.0
49,316052.0,3,3.0
28,303075.0,4,3.0
28,303075.0,4,3.0
93,410000.0,2,3.0
57,410000.0,6,3.0
30,410000.0,2,3.0
27,410000.0,6,3.0
64,410000.0,1,2.0
78,285159.0,2,1.0
20,285159.0,4,1.0
30,164607.0,4,2.0
61,272323.0,1,2.0
81,272323.0,1,2.0
36,235547.0,5,3.0
40,235547.0,4,3.0
19,235547.0,4,3.0
27,2439583.0,6,3.0
27,2439583.0,6,3.0
70,992778.0,4,3.0
30,992778.0,5,3.0
30,992778.0,5,3.0
87,1650000.0,6,3.0
84,1650000.0,6,3.0
33,1177500.0,6,3.0
22,1177500.0,5,3.0
36,2291667.0,6,3.0
35,2291667.0,6,3.0
30,1450000.0,5,3.0
33,1450000.0,6,3.0
40,310023.0,2,3.0
39,310023.0,2,3.0
39,310023.0,2,3.0
29,319434.0,4,3.0
30,319434.0,6,3.0
33,1360000.0,6,3.0
48,378491.0,5,3.0
21,378491.0,5,3.0
23,575000.0,5,3.0
23,575000.0,3,3.0
57,350000.0,2,2.0
52,350000.0,2,2.0
52,435834.0,4,3.0
22,435834.0,5,3.0
63,150000.0,4,1.0
61,150000.0,4,1.0
46,336268.0,3,2.0
64,652396.0,4,3.0
22,652396.0,0,3.0
41,1304167.0,6,3.0
50,1304167.0,6,3.0
57,133333.0,1,1.0
55,133333.0,4,1.0
19,133333.0,4,1.0
65,424236.0,1,3.0
77,424236.0,1,3.0
75,350000.0,0,2.0
62,350000.0,1,2.0
54,301583.0,4,3.0
60,301583.0,2,3.0
27,301583.0,4,3.0
34,224097.0,4,3.0
43,224097.0,4,3.0
45,264845.0,2,3.0
49,264845.0,1,3.0
25,264845.0,4,3.0
69,228000.0,1,1.0
59,228000.0,1,1.0
62,415000.0,3,3.0
55,415000.0,2,3.0
40,432778.0,4,3.0
44,432778.0,4,3.0
19,432778.0,5,3.0
64,297503.0,3,3.0
59,297503.0,1,3.0
29,297503.0,6,3.0
33,2266667.0,6,3.0
33,2266667.0,6,3.0
20,190000.0,4,2.0
22,190000.0,5,2.0
27,739667.0,6,3.0
29,739667.0,6,3.0
38,322600.0,4,3.0
36,322600.0,6,3.0
29,1603333.0,6,3.0
27,200833.0,6,1.0
27,552917.0,6,3.0
22,552917.0,5,3.0
30,1408334.0,6,3.0
29,1408334.0,6,3.0
41,443333.0,6,3.0
21,443333.0,5,3.0
24,648542.0,5,3.0
24,648542.0,5,3.0
73,458176.0,4,2.0
24,209876.0,6,2.0
48,209876.0,4,2.0
83,324005.0,1,3.0
57,324005.0,2,3.0
64,324005.0,2,3.0
62,1456500.0,6,3.0
72,1456500.0,6,3.0
42,1225000.0,1,3.0
22,293334.0,5,2.0
64,334727.0,1,1.0
36,485781.0,6,3.0
59,1022666.0,1,3.0
37,196201.0,3,2.0
21,196201.0,5,2.0
63,219750.0,1,1.0
55,219750.0,1,1.0
61,1563334.0,2,3.0
35,1563334.0,4,3.0
59,398917.0,2,3.0
57,398917.0,2,3.0
46,318427.0,4,3.0
27,318427.0,4,3.0
78,842382.0,4,3.0
55,850167.0,3,3.0
36,366277.0,5,3.0
30,267200.0,4,2.0
54,242528.0,4,3.0
40,242528.0,4,3.0
18,242528.0,4,3.0
80,477604.0,2,3.0
71,869889.0,3,3.0
71,869889.0,1,3.0
74,285416.0,4,3.0
34,285416.0,4,3.0
70,549778.0,4,2.0
49,926604.0,6,3.0
21,926604.0,4,3.0
43,564639.0,4,3.0
37,564639.0,4,3.0
83,564639.0,0,3.0
55,2150000.0,6,3.0
58,2150000.0,6,3.0
52,470000.0,4,3.0
60,470000.0,5,3.0
21,470000.0,5,3.0
57,216354.0,4,2.0
50,216354.0,2,2.0
61,373333.0,4,3.0
32,373333.0,6,3.0
62,373333.0,4,3.0
38,263691.0,4,3.0
38,263691.0,4,3.0
71,530000.0,2,1.0
34,500000.0,6,3.0
37,500000.0,4,3.0
75,558667.0,2,2.0
66,600000.0,4,3.0
71,600000.0,2,3.0
48,1160833.0,4,3.0
64,250000.0,3,1.0
30,250000.0,4,2.0
47,250000.0,6,2.0
58,165400.0,4,2.0
31,165400.0,6,2.0
23,165400.0,5,2.0
21,165400.0,5,2.0
55,165400.0,4,2.0
71,276127.0,2,3.0
81,339377.0,1,3.0
77,339377.0,2,3.0
31,237639.0,5,3.0
53,237639.0,3,3.0
44,237639.0,3,3.0
47,281372.0,4,3.0
19,281372.0,4,3.0
20,281372.0,5,3.0
23,695093.0,4,3.0
25,695093.0,6,3.0
32,695093.0,5,3.0
28,695093.0,6,3.0
27,695093.0,5,3.0
46,575000.0,4,3.0
62,575000.0,4,3.0
54,274000.0,4,2.0
25,274000.0,5,2.0
52,325000.0,6,3.0
18,325000.0,4,3.0
59,550000.0,6,2.0
58,2110000.0,6,3.0
43,460417.0,4,3.0
42,460417.0,6,3.0
54,509834.0,4,3.0
18,509834.0,4,3.0
95,632833.0,6,3.0
94,632833.0,6,3.0
62,632833.0,6,3.0
46,632833.0,6,3.0
25,632833.0,5,3.0
18,632833.0,4,3.0
40,366667.0,6,3.0
82,366667.0,4,3.0
85,366667.0,4,3.0
61,1050000.0,6,3.0
32,1050000.0,4,3.0
76,440000.0,4,3.0
25,440000.0,6,3.0
27,130000.0,5,1.0
20,130000.0,5,1.0
19,130000.0,5,1.0
69,364778.0,3,3.0
80,364778.0,2,3.0
65,266667.0,3,3.0
66,266667.0,3,3.0
24,266667.0,6,3.0
28,500000.0,4,3.0
25,500000.0,4,3.0
57,189818.0,3,3.0
20,189818.0,5,3.0
33,189818.0,4,3.0
26,199439.0,2,2.0
22,199439.0,5,2.0
70,417820.0,3,3.0
68,417820.0,3,3.0
40,0.0,4,1.0
41,0.0,6,1.0
70,232000.0,4,2.0
74,232000.0,4,2.0
22,232000.0,4,2.0
47,437151.0,4,3.0
75,437151.0,4,3.0
69,437151.0,1,3.0
68,609500.0,1,3.0
60,430000.0,0,3.0
45,430000.0,0,3.0
30,430000.0,3,3.0
40,430000.0,5,3.0
28,433333.0,6,3.0
30,433333.0,4,3.0
51,606751.0,3,3.0
85,606751.0,2,3.0
26,606751.0,4,3.0
62,525000.0,4,3.0
62,525000.0,3,3.0
66,573625.0,1,3.0
75,573625.0,1,3.0
25,301389.0,6,3.0
32,301389.0,4,3.0
67,420000.0,6,3.0
56,375000.0,4,2.0
22,375000.0,5,2.0
46,1238889.0,6,3.0
53,1238889.0,6,3.0
81,850000.0,4,3.0
55,850000.0,6,3.0
42,1250000.0,6,3.0
49,1250000.0,6,3.0
21,1633333.0,5,3.0
55,1633333.0,6,3.0
54,1633333.0,6,3.0
74,1400000.0,6,3.0
67,337044.0,3,3.0
90,337044.0,3,3.0
47,428156.0,4,3.0
74,428156.0,3,3.0
54,2183333.0,6,3.0
70,550000.0,6,3.0
38,550000.0,6,3.0
90,464364.0,3,3.0
63,464364.0,4,3.0
47,320000.0,4,3.0
25,320000.0,4,3.0
70,265000.0,2,1.0
65,470000.0,3,3.0
31,470000.0,4,3.0
41,491667.0,6,3.0
53,491667.0,4,3.0
25,491667.0,4,3.0
43,1325000.0,0,3.0
53,800000.0,2,3.0
68,360000.0,2,3.0
40,360000.0,4,3.0
23,360000.0,5,3.0
52,175000.0,4,2.0
62,175000.0,3,2.0
27,175000.0,4,2.0
52,316667.0,4,3.0
22,316667.0,5,3.0
33,316667.0,4,3.0
69,477500.0,2,3.0
73,477500.0,3,3.0
32,530000.0,5,3.0
30,530000.0,4,3.0
40,198242.0,6,2.0
36,198242.0,6,2.0
76,454724.0,2,3.0
85,429918.0,0,3.0
45,429918.0,4,3.0
70,429918.0,3,3.0
65,648056.0,3,3.0
61,648056.0,6,3.0
40,648056.0,6,3.0
78,201000.0,2,3.0
43,201000.0,4,3.0
82,201000.0,1,3.0
40,201000.0,4,3.0
18,201000.0,4,3.0
55,500000.0,6,3.0
45,500000.0,4,3.0
48,308597.0,3,3.0
52,308597.0,4,3.0
21,308597.0,0,3.0
95,458019.0,1,3.0
62,458019.0,3,3.0
62,458019.0,4,3.0
59,229333.0,4,1.0
83,564861.0,2,3.0
63,195267.0,2,2.0
64,195267.0,4,2.0
40,195267.0,4,2.0
69,125479.0,1,2.0
40,125479.0,4,2.0
19,391667.0,4,3.0
42,391667.0,4,3.0
47,391667.0,4,3.0
22,391667.0,4,3.0
22,391667.0,6,3.0
23,391667.0,6,3.0
56,285000.0,1,1.0
60,144889.0,2,1.0
56,144889.0,1,1.0
55,144889.0,1,1.0
71,267500.0,1,2.0
43,267500.0,4,2.0
49,243399.0,6,3.0
45,243399.0,6,3.0
20,243399.0,5,3.0
42,606667.0,4,3.0
39,606667.0,6,3.0
20,606667.0,5,3.0
42,1318750.0,6,3.0
41,1318750.0,6,3.0
40,186642.0,4,3.0
77,186642.0,1,3.0
30,186642.0,1,3.0
57,1159500.0,6,3.0
28,1159500.0,6,3.0
37,399128.0,4,3.0
36,399128.0,4,3.0
32,1350000.0,6,3.0
52,830000.0,4,3.0
59,420000.0,1,3.0
60,420000.0,1,3.0
27,420000.0,5,3.0
33,420000.0,4,3.0
64,425000.0,3,3.0
58,425000.0,4,3.0
77,340000.0,3,3.0
82,340000.0,3,3.0
64,372978.0,1,3.0
24,372978.0,4,3.0
60,372978.0,0,3.0
65,234793.0,4,3.0
54,234793.0,4,3.0
35,234793.0,4,3.0
29,234793.0,5,3.0
72,399778.0,1,2.0
47,223131.0,1,2.0
54,223131.0,1,2.0
19,223131.0,4,2.0
50,51757.0,3,1.0
49,51757.0,4,1.0
20,51757.0,5,1.0
81,338778.0,0,3.0
73,338778.0,1,3.0
58,229929.0,1,2.0
38,229929.0,2,2.0
77,176692.0,1,2.0
33,176692.0,2,2.0
76,249310.0,0,3.0
60,249310.0,1,3.0
55,249310.0,0,3.0
45,249310.0,6,3.0
24,249310.0,5,3.0
18,249310.0,5,3.0
30,540612.0,6,3.0
26,540612.0,6,3.0
66,238602.0,1,3.0
60,238602.0,1,3.0
27,238602.0,4,3.0
61,368000.0,2,3.0
35,368000.0,4,3.0
75,411917.0,0,2.0
56,501464.0,4,3.0
36,501464.0,6,3.0
32,501464.0,6,3.0
65,354586.0,3,3.0
66,354586.0,1,3.0
63,137500.0,3,1.0
57,550000.0,3,3.0
30,550000.0,6,3.0
53,1277667.0,4,3.0
32,1277667.0,4,3.0
27,1277667.0,4,3.0
48,575834.0,4,3.0
44,575834.0,4,3.0
53,539667.0,3,3.0
30,539667.0,5,3.0
49,934167.0,6,3.0
49,934167.0,4,3.0
69,573750.0,1,3.0
80,573750.0,0,3.0
58,453227.0,3,3.0
60,453227.0,2,3.0
39,453227.0,4,3.0
31,453227.0,6,3.0
32,453227.0,4,3.0
92,756906.0,1,3.0
39,756906.0,4,3.0
59,297500.0,1,3.0
30,297500.0,3,3.0
31,297500.0,4,3.0
27,297500.0,4,3.0
45,245355.0,3,3.0
50,245355.0,3,3.0
21,245355.0,5,3.0
39,455556.0,4,3.0
37,455556.0,6,3.0
62,218889.0,2,2.0
94,218889.0,0,2.0
65,450000.0,2,2.0
48,787500.0,2,3.0
19,787500.0,3,3.0
25,787500.0,5,3.0
52,179029.0,0,1.0
18,179029.0,4,1.0
54,178565.0,0,1.0
86,306028.0,1,3.0
79,306028.0,0,3.0
70,522393.0,3,3.0
55,185973.0,2,3.0
54,185973.0,1,3.0
24,185973.0,5,3.0
18,185973.0,5,3.0
53,373333.0,2,3.0
30,373333.0,4,3.0
72,492459.0,2,3.0
68,492459.0,2,3.0
42,492459.0,4,3.0
48,492459.0,4,3.0
33,239495.0,4,3.0
30,239495.0,4,3.0
55,226664.0,1,2.0
61,226664.0,1,2.0
72,216312.0,1,2.0
62,216312.0,1,2.0
38,216312.0,4,2.0
59,560000.0,4,3.0
53,560000.0,4,3.0
58,435000.0,1,2.0
88,446671.0,0,3.0
67,812750.0,4,3.0
56,486459.0,1,3.0
